make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
NISSAN,SERENA,Kobe - Japan,DAA-HC26,2016/7,AT,Black,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","104,000km",HYBRID(PETROL),3520,5424
NISSAN,SERENA,Yokohama - Japan,DAA-HC26,2016/3,AT,Silver,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","118,000km",HYBRID(PETROL),3520,5424
HONDA,CRV,Kobe - Japan,DBA-RE4,2011/7,AT,Black,4WD,5,RHD,5,K24A,SUV,"2,350cc","182,000km",PETROL,3520,5322
MAZDA,DEMIO,Kobe - Japan,DBA-DJ3FS,2015/9,AT,WINE RED,2WD,5,RHD,5,P3,Hatchback,"1,290cc","89,000km",PETROL,3520,5009
NISSAN,NOTE 2019,Yokohama - Japan,DBA-E12,2019/11,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","144,000km",PETROL,3510,4999
CHRYSLER,JEEP JEEP COMPASS,Yokohama - Japan,ABA-MK4924,2016/10,AT,Black,4WD,5,RHD,5,B,SUV,"2,350cc","156,000km",PETROL,3510,5310
TOYOTA,IST,Yokohama - Japan,DBA-NCP110,2008/9,AT,PURPLE(D),2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","168,000km",PETROL,3510,4998
VOLKSWAGEN,GOLF,Osaka - Japan,DBA-AUCJZ,2014/9,AT,Blue(D),2WD,5,RHD,5,CJZ,Hatchback,"1,190cc","83,000km",PETROL,3510,5101
NISSAN,SERENA,Yokohama - Japan,DAA-HFC26,2016/3,AT,Pearl,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","180,000km",HYBRID(PETROL),3510,5467
NISSAN,JUKE,Nagoya - Japan,CBA-NF15,2013/2,AT,Blue(D),4WD,5,RHD,5,MR16,SUV,"1,610cc","156,000km",PETROL,3510,5102
TOYOTA,HARRIER,Osaka - Japan,DBA-GSU31W,2007/5,AT,Black,2WD,5,RHD,5,2GR,SUV,"3,450cc","195,000km",PETROL,3500,5403
TOYOTA,IST,Nagoya - Japan,DBA-NCP110,2011/12,AT,Pearl,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","215,000km",PETROL,3500,4988
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2012/1,AT,Pearl,2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","220,000km",HYBRID(PETROL),3500,5198
MITSUBISHI,PAJERO,Hakata - Japan,LA-V73W,2004/1,AT,Blue(D),4WD,5,RHD,7,6G72,SUV,"2,970cc","138,000km",PETROL,3500,5561
TOYOTA,ALPHARD,Nagoya - Japan,DBA-ANH20W,2010/12,AT,Pearl,2WD,5,RHD,8,2AZ,Mini Van,"2,360cc","127,000km",PETROL,3500,5562
MAZDA,AXELA SPORT,Kobe - Japan,DBA-BMEFS,2014/2,AT,Red,2WD,5,RHD,5,PE,Hatchback,"1,990cc","87,000km",PETROL,3500,5093
HONDA,FIT 2018,Yokohama - Japan,DBA-M700A,2017/12,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"114,000km",PETROL,3490,4875
HONDA,FIT 2018,Yokohama - Japan,DBA-M700A,2017/12,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"95,000km",PETROL,3490,4875
HONDA,FIT 2018,Yokohama - Japan,DBA-M700A,2017/12,AT,White,2WD,5,RHD,5,1KR,Hatchback,990cc,"108,000km",PETROL,3490,4875
VOLKSWAGEN,GOLF VARIANT,Yokohama - Japan,DBA-AUCJZ,2015/6,AT,Silver,2WD,5,RHD,5,CJZ,Station Wagon,"1,190cc","102,000km",PETROL,3490,5185
TOYOTA,COROLLA FIELDER,Osaka - Japan,DBA-NZE141G,2010/10,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","181,000km",PETROL,3490,5081
SUZUKI,ESCUDO,Nagoya - Japan,CBA-TDA4W,2012/3,5MT,Pearl,4WD,5,RHD,5,J24B,SUV,"2,390cc","110,000km",PETROL,3490,5290
TOYOTA,PROBOX VAN,Yokohama - Japan,DBE-NCP160V,2015/12,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","128,000km",PETROL,3480,4970
MITSUBISHI,CANTER TRUCK,Yokohama - Japan,TKG-FBA20,2016/6,DUONIC,White,2WD,2,RHD,3,4P10,Truck,"2,990cc","163,000km",DIESEL,3480,7819
MAZDA,CX5,Hakata - Japan,LDA-KE2FW,2012/6,AT,Red,2WD,5,RHD,5,SH,SUV,"2,180cc","150,000km",DIESEL,3480,5382
BMW,X1,Kobe - Japan,DBA-VM20,2014/2,AT,White,4WD,5,RHD,5,N20B20A,SUV,"1,990cc","88,000km",PETROL,3480,5176
MERCEDES,C CLASS,Kobe - Japan,DBA-204041,2008/2,AT,White,2WD,4,RHD,5,271,Sedan,"1,790cc","68,000km",PETROL,3480,5073
MITSUBISHI,RVR,Osaka - Japan,DBA-GA4W,2013/9,AT,Black,2WD,5,RHD,5,4J10,SUV,"1,790cc","165,000km",PETROL,3470,5165
SUBARU,IMPREZA,Osaka - Japan,TA-GDA,2005/11,AT,Silver,4WD,4,RHD,5,EJ20,Sedan,"1,990cc","124,000km",PETROL,3460,4950
HONDA,SHUTTLE,Kobe - Japan,DAA-GP7,2015/5,AT,Black,2WD,5,RHD,5,LEB-H1,Station Wagon,"1,490cc","112,000km",HYBRID(PETROL),3460,5052
TOYOTA,PRIUS ALPHA,Yokohama - Japan,DAA-ZVW41W,2013/8,AT,Red,2WD,5,RHD,5,2ZR-5JM,Station Wagon,"1,790cc","100,000km",HYBRID(PETROL),3460,5157
MITSUBISHI,OUTLANDER,Nagoya - Japan,DBA-CW4W,2011/2,AT,Pearl,2WD,5,RHD,7,4B11,SUV,"1,990cc","114,000km",PETROL,3460,5261
TOYOTA,COROLLA AXIO,Yokohama - Japan,DAA-NKE165,2013/9,AT,Black,2WD,4,RHD,5,1NZ-1LM,Sedan,"1,490cc","97,000km",HYBRID(PETROL),3460,4949
MAZDA,AXELA SPORT,Yokohama - Japan,LDA-BM2FS,2014/5,AT,Blue(D),2WD,5,RHD,,,Hatchback,"2,180cc","93,000km",DIESEL,3460,5053
TOYOTA,VITZ,Yokohama - Japan,DBA-NSP130,2015/1,AT,Green,2WD,5,RHD,5,1NR,Hatchback,"1,320cc","14,000km",PETROL,3460,4846
TOYOTA,MARK X,Yokohama - Japan,DBA-GRX135,2014/3,AT,Black,4WD,4,RHD,5,4GR,Sedan,"2,490cc","128,000km",PETROL,3450,5144
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2014/1,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","127,000km",PETROL,3450,4940
TOYOTA,RUSH,Osaka - Japan,CBA-J210E,2008/1,5MT,Gray,4WD,5,RHD,5,3SZ,SUV,"1,490cc","164,000km",PETROL,3440,5031
SUBARU,FORESTER,Yokohama - Japan,DBA-SHJ,2012/1,AT,Black,4WD,5,RHD,5,FB20,SUV,"1,990cc","149,000km",PETROL,3440,5239
AUDI,A3,Osaka - Japan,DBA-8VCXS,2015/11,AT,White,2WD,5,RHD,5,CXS,Hatchback,"1,390cc","197,000km",PETROL,3440,5031
TOYOTA,VITZ,Yokohama - Japan,DBA-NSP135,2016/1,AT,White,4WD,5,RHD,5,1NR,Hatchback,"1,320cc","128,000km",PETROL,3440,4927
AUDI,A1 SPORTBACK,Osaka - Japan,DBA-8XCAX,2013/5,AT,Pearl,2WD,5,RHD,5,CAX,Hatchback,"1,380cc","109,000km",PETROL,3440,4826
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2009/6,AT,White,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","39,000km",PETROL,3440,4929
TOYOTA,AQUA,Nagoya - Japan,DAA-NHP10,2015/11,AT,Orange,2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","95,000km",HYBRID(PETROL),3440,4826
NISSAN,NOTE 2019,Osaka - Japan,DBA-E12,2019/12,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","126,000km",PETROL,3430,4918
TOYOTA,CELICA,Hakata - Japan,TA-ZZT231,2004/2,6MT,White,2WD,3,RHD,4,2ZZ,Coupe,"1,790cc","153,000km",PETROL,3430,4815
MAZDA,AXELA SPORT,Hakata - Japan,DBA-BM5FS,2016/1,AT,Pearl,2WD,5,RHD,5,P5,Hatchback,"1,490cc","200,000km",PETROL,3430,5022
MITSUBISHI,PAJERO,Yokohama - Japan,LA-V73W,2006/1,AT,Pearl,4WD,5,RHD,7,6G72,SUV,"2,970cc","111,000km",PETROL,3430,5490
LEXUS,IS250,Kobe - Japan,DBA-GSE20,2011/9,AT,Black,2WD,4,RHD,5,4GR,Sedan,"2,490cc","170,000km",PETROL,3430,5023
MITSUBISHI,OUTLANDER PHEV,Nagoya - Japan,DLA-GG2W,2014/1,AT,Pearl,4WD,5,RHD,5,4B11-S61-Y61,SUV,"1,990cc","243,000km",PLUG-IN HYBRID(PETROL),3430,5332
TOYOTA,ALLEX,Yokohama - Japan,DBA-NZE121,2006/9,AT,Silver,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","91,000km",PETROL,3430,4917
NISSAN,VANETTE TRUCK,Nagoya - Japan,GC-SK82TN,2002/1,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","87,000km",PETROL,3430,5230
NISSAN,XTRAIL,Hakata - Japan,DBA-NT31,2013/7,AT,Black,4WD,5,RHD,5,MR20,SUV,"1,990cc","150,000km",PETROL,3420,5221
TOYOTA,COROLLA FIELDER,Yokohama - Japan,DBA-NZE161G,2013/8,AT,White,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","197,000km",PETROL,3420,4909
AUDI,A1 SPORTBACK,Osaka - Japan,DBA-8XCAX,2013/1,AT,Red,2WD,5,RHD,5,CAX,Hatchback,"1,380cc","74,000km",PETROL,3420,4806
SUBARU,FORESTER,Nagoya - Japan,DBA-SHJ,2012/2,AT,Pearl,4WD,5,RHD,5,FB20,SUV,"1,990cc","121,000km",PETROL,3420,5219
MAZDA,AXELA SPORT,Yokohama - Japan,DBA-BMEFS,2014/3,AT,Red,2WD,5,RHD,5,PE,Hatchback,"1,990cc","128,000km",PETROL,3420,5012
TOYOTA,AURIS,Nagoya - Japan,DBA-NZE151H,2008/4,AT,Black,2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","121,000km",PETROL,3420,5010
MAZDA,AXELA SPORT,Kobe - Japan,DBA-BMEFS,2014/11,AT,Black,2WD,5,RHD,5,PE,Hatchback,"1,990cc","133,000km",PETROL,3420,5012
TOYOTA,PROBOX VAN,Nagoya - Japan,DBE-NCP160V,2015/2,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","198,000km",PETROL,3420,4909
TOYOTA,VITZ,Osaka - Japan,DBA-KSP130,2016/2,AT,Silver,2WD,5,RHD,5,1KR,Hatchback,990cc,"94,000km",PETROL,3410,4796
TOYOTA,SUCCEED VAN,Osaka - Japan,DBE-NCP160V,2015/5,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","130,000km",PETROL,3410,4899
TOYOTA,AQUA,Kobe - Japan,DAA-NHP10,2015/12,AT,Blue,2WD,5,RHD,5,1NZ-1LM,Hatchback,"1,490cc","100,000km",HYBRID(PETROL),3410,4796
TOYOTA,COROLLA AXIO,Hakata - Japan,DBA-NZE141,2010/2,AT,GRAY(D),2WD,4,RHD,5,1NZ,Sedan,"1,490cc","97,000km",PETROL,3410,4899
HONDA,FREED HYBRID,Hakata - Japan,DAA-GP3,2015/7,AT,Pearl,2WD,5,RHD,6,LEA-MF6,Mini Van,"1,490cc","87,000km",HYBRID(PETROL),3410,5104
NISSAN,VANETTE TRUCK,Nagoya - Japan,GC-SK82TN,2000/9,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","128,000km",PETROL,3410,5312
NISSAN,XTRAIL,Yokohama - Japan,DBA-NT31,2014/2,AT,Silver,4WD,5,RHD,5,MR20,SUV,"1,990cc","198,000km",PETROL,3410,5210
MERCEDES,B CLASS,Osaka - Japan,DBA-246242,2015/6,AT,Silver,2WD,5,RHD,5,270,Hatchback,"1,590cc","85,000km",PETROL,3400,5094
BMW,3 SERIES,Yokohama - Japan,LDA-3D20,2014/3,AT,White,2WD,4,RHD,5,N47D20C,Sedan,"1,990cc","96,000km",DIESEL,3390,4983
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE161,2014/11,AT,White,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","198,000km",PETROL,3390,4878
TOYOTA,COROLLA AXIO,Nagoya - Japan,DBA-NZE141,2011/9,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","43,000km",PETROL,3390,4879
TOYOTA,PREMIO,Yokohama - Japan,UA-ZZT240,2002/4,AT,Silver,2WD,4,RHD,5,1ZZ,Sedan,"1,790cc","78,000km",PETROL,3390,4981
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2013/5,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","94,000km",PETROL,3390,4879
TOYOTA,AURIS,Yokohama - Japan,DBA-NZE151H,2008/9,AT,Blue(L),2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","128,000km",PETROL,3390,4980
TOYOTA,COROLLA AXIO,Nagoya - Japan,DAA-NKE165,2014/1,AT,Silver,2WD,4,RHD,5,1NZ-1LM,Sedan,"1,490cc","107,000km",HYBRID(PETROL),3390,4879
TOYOTA,PREMIO,Yokohama - Japan,UA-ZZT240,2002/9,AT,Silver,2WD,4,RHD,5,1ZZ,Sedan,"1,790cc","89,000km",PETROL,3390,4981
TOYOTA,COROLLA FIELDER,Yokohama - Japan,DBA-NZE141G,2009/3,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","174,000km",PETROL,3390,4980
ISUZU,ELF TRUCK,Nagoya - Japan,GB-ASK4F23,1999/2,MT,White,2WD,2,RHD,3,NA20,Truck,"1,990cc","86,000km",PETROL,3390,5345
NISSAN,NV150 AD 2018,Kobe - Japan,DBF-SLP2V,2017/10,AT,White,2WD,5,RHD,2[5],L8,Van,"1,790cc","112,000km",PETROL,3390,5291
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2014/1,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","121,000km",PETROL,3380,4869
TOYOTA,COROLLA RUNX,Kobe - Japan,CBA-NZE121,2004/2,AT,Silver,2WD,4,RHD,5,1NZ,Hatchback,"1,490cc","64,000km",PETROL,3380,4867
MAZDA,AXELA SPORT,Yokohama - Japan,LDA-BM2FS,2014/9,AT,Black,2WD,5,RHD,5,SH,Hatchback,"2,180cc","125,000km",DIESEL,3380,4972
TOYOTA,PIXIS EPOCH 2020,Osaka - Japan,5BA-LA350A,2020/1,AT,White,2WD,5,RHD,4,KF,Hatchback,650cc,"170,000km",PETROL,3380,4557
TOYOTA,PIXIS EPOCH 2020,Osaka - Japan,5BA-LA350A,2020/1,AT,White,2WD,5,RHD,4,KF,Hatchback,650cc,"170,000km",PETROL,3380,4557
SUZUKI,SWIFT,Yokohama - Japan,DBA-ZC72S,2016/4,AT,Pearl,2WD,5,RHD,5,K12B,Hatchback,"1,240cc","65,000km",PETROL,3380,4765
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5FS,2016/1,AT,Black,2WD,5,RHD,5,S5,Hatchback,"1,490cc","93,000km",DIESEL,3380,4867
SUBARU,XV,Nagoya - Japan,DBA-GP7,2014/9,AT,Silver,4WD,5,RHD,5,FB20,SUV,"1,990cc","148,000km",PETROL,3380,5074
MAZDA,AXELA SPORT,Yokohama - Japan,LDA-BM2FS,2014/2,AT,Black,2WD,5,RHD,5,SH,Hatchback,"2,180cc","126,000km",DIESEL,3380,4972
AUDI,A6,Osaka - Japan,DBA-4GCHVS,2012/10,AT,Black,4WD,4,RHD,5,CHV,Sedan,"2,770cc","96,000km",PETROL,3380,5178
TOYOTA,SIENTA,Yokohama - Japan,DBA-NCP81G,2015/2,AT,GRAY(D),2WD,5,RHD,7,1NZ,Mini Van,"1,490cc","116,000km",PETROL,3380,4971
TOYOTA,SUCCEED VAN,Osaka - Japan,DBE-NCP51V,2013/9,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","91,000km",PETROL,3380,4869
MAZDA,BONGO TRUCK,Osaka - Japan,GC-SK82T,2002/4,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","155,000km",PETROL,3380,5179
MAZDA,DEMIO,Yokohama - Japan,LDA-DJ5FS,2016/10,AT,Blue(D),2WD,5,RHD,5,S5,Hatchback,"1,490cc","65,000km",DIESEL,3380,4867
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5FS,2016/7,AT,Red,2WD,5,RHD,5,S5,Hatchback,"1,490cc","119,000km",DIESEL,3380,4867
MAZDA,DEMIO,Hakata - Japan,LDA-DJ5FS,2016/3,AT,Black,2WD,5,RHD,5,S5,Hatchback,"1,490cc","110,000km",DIESEL,3380,4867
TOYOTA,AURIS,Nagoya - Japan,DBA-NZE151H,2009/6,AT,GRAY(D),2WD,5,RHD,5,1NZ,Hatchback,"1,490cc","63,000km",PETROL,3380,4970
MAZDA,DEMIO,Hakata - Japan,LDA-DJ5FS,2016/9,AT,Red,2WD,5,RHD,5,S5,Hatchback,"1,490cc","88,000km",DIESEL,3380,4867
MAZDA,TITAN,Yokohama - Japan,KR-SYF6T,2006/4,MT,White,2WD,2,RHD,3,RF,Truck,"1,990cc","170,000km",DIESEL,3380,5336
HONDA,SHUTTLE,Hakata - Japan,DAA-GP7,2015/5,AT,Black,2WD,5,RHD,5,LEB-H1,Station Wagon,"1,490cc","196,000km",HYBRID(PETROL),3380,4971
MITSUBISHI,DELICA D5,Yokohama - Japan,LDA-CV1W,2014/1,AT,Silver,4WD,5,RHD,7,4N14,Wagon,"2,260cc","300,000km",DIESEL,3380,5336
MITSUBISHI,RVR,Hakata - Japan,DBA-GA3W,2010/6,AT,Gray,2WD,5,RHD,5,4B10,SUV,"1,790cc","119,000km",PETROL,3380,5074
MAZDA,DEMIO,Nagoya - Japan,LDA-DJ5FS,2016/12,AT,Black,2WD,5,RHD,5,S5,Hatchback,"1,490cc","86,000km",DIESEL,3380,4867
NISSAN,LATIO,Yokohama - Japan,DBA-N17,2016/1,AT,Silver,2WD,4,RHD,5,HR12,Sedan,"1,190cc","47,000km",PETROL,3380,4970
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5FS,2016/10,AT,Red,2WD,5,RHD,,,Hatchback,"1,500cc","109,000km",DIESEL,3380,4867
MAZDA,DEMIO,Hakata - Japan,LDA-DJ5FS,2016/2,AT,GRAY(D),2WD,5,RHD,,,Hatchback,"1,500cc","113,000km",DIESEL,3380,4867
MAZDA,DEMIO,Nagoya - Japan,LDA-DJ5FS,2016/3,AT,GRAY(D),2WD,5,RHD,,,Hatchback,"1,500cc","82,000km",DIESEL,3380,4867
MAZDA,DEMIO,Nagoya - Japan,LDA-DJ5FS,2016/9,AT,Black,2WD,5,RHD,,,Hatchback,"1,500cc","83,000km",DIESEL,3380,4867
TOYOTA,NOAH,Osaka - Japan,DBA-ZRR70W,2012/6,AT,Black,2WD,5,RHD,8,3ZR,Wagon,"1,980cc","127,000km",PETROL,3370,5272
TOYOTA,COROLLA FIELDER,Hakata - Japan,DBA-NZE141G,2010/1,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","154,000km",PETROL,3370,4960
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2009/1,AT,Blue(D),2WD,4,RHD,5,1NZ,Sedan,"1,490cc","59,000km",PETROL,3370,4859
LEXUS,IS,Kobe - Japan,DBA-GSE20,2010/6,AT,Pearl,2WD,4,RHD,5,4GR,Sedan,"2,490cc","146,000km",PETROL,3370,4962
MITSUBISHI,CANTER TRUCK,Yokohama - Japan,KC-FB511B,1997/7,MT,White,2WD,4,RHD,6,4M40,Truck,"2,830cc","257,000km",DIESEL,3370,5325
TOYOTA,PROBOX VAN,Osaka - Japan,DBE-NCP50V,2013/1,AT,White,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","133,000km",PETROL,3370,4858
TOYOTA,ALPHARD,Nagoya - Japan,DBA-GGH20W,2008/5,AT,Black,2WD,5,RHD,7,2GR,Mini Van,"3,450cc","194,000km",PETROL,3370,5430
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2006/12,AT,Beige,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","89,000km",PETROL,3370,4859
TOYOTA,RUSH,Nagoya - Japan,CBA-J210E,2007/12,5MT,Black,4WD,5,RHD,5,3SZ,SUV,"1,490cc","144,000km",PETROL,3360,4950
NISSAN,XTRAIL,Osaka - Japan,DBA-NT31,2013/2,AT,Silver,4WD,5,RHD,5,MR20,SUV,"1,990cc","94,000km",PETROL,3360,5160
SUZUKI,ESCUDO,Osaka - Japan,CBA-TDA4W,2010/4,5MT,Pearl,4WD,5,RHD,5,J24B,SUV,"2,390cc","167,000km",PETROL,3360,5158
TOYOTA,PROBOX VAN,Nagoya - Japan,DBE-NCP50V,2013/11,AT,White,2WD,5,RHD,2[5],2NZ,Van,"1,290cc","54,000km",PETROL,3360,4848
TOYOTA,ALLEX,Hakata - Japan,TA-ZZE123,2002/3,MT,Black,2WD,5,RHD,5,2ZZ,Hatchback,"1,790cc","182,000km",PETROL,3360,4847
TOYOTA,VELLFIRE,Nagoya - Japan,DBA-GGH25W,2011/3,AT,GRAY(D),4WD,5,RHD,7,2GR,Mini Van,"3,450cc","228,000km",PETROL,3360,5420
TOYOTA,MARK X,Kobe - Japan,DBA-GRX130,2010/3,AT,Silver,2WD,4,RHD,,,Sedan,"2,500cc","35,000km",PETROL,3360,5053
SUBARU,EXIGA CROSSOVER 7,Hakata - Japan,DBA-YAM,2016/1,AT,Pearl,4WD,5,RHD,7,FB25,Station Wagon,"2,490cc","147,000km",PETROL,3350,5149
MITSUBISHI,RVR,Yokohama - Japan,DBA-GA3W,2010/6,AT,Blue,4WD,5,RHD,5,4B10,SUV,"1,790cc","113,000km",PETROL,3350,5043
TOYOTA,COROLLA AXIO,Kobe - Japan,DBA-NZE141,2010/1,AT,White,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","83,000km",PETROL,3350,4838
MAZDA,DEMIO,Kobe - Japan,DBA-DJ3FS,2015/3,MT,Red,2WD,5,RHD,5,P3,Hatchback,"1,290cc","52,000km",PETROL,3350,4837
NISSAN,JUKE,Kobe - Japan,DBA-YF15,2014/1,AT,WINE RED,2WD,5,RHD,5,HR15,SUV,"1,490cc","54,000km",PETROL,3350,4940
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE141,2009/4,AT,Beige,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","85,000km",PETROL,3350,4838
MAZDA,DEMIO,Yokohama - Japan,LDA-DJ5AS,2016/1,AT,Black,4WD,5,RHD,5,S5,Hatchback,"1,490cc","135,000km",DIESEL,3350,4837
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5FS,2015/1,AT,Red,2WD,5,RHD,5,S5,Hatchback,"1,490cc","104,000km",DIESEL,3350,4837
BMW,X1,Yokohama - Japan,ABA-VL18,2011/6,AT,Wine,2WD,5,RHD,5,N46B20B,SUV,"1,990cc","57,000km",PETROL,3350,5045
SUBARU,XV,Yokohama - Japan,DBA-GP7,2014/5,AT,Black,4WD,5,RHD,5,FB20,SUV,"1,990cc","145,000km",PETROL,3340,5033
TOYOTA,SUCCEED VAN,Nagoya - Japan,DBE-NCP51V,2014/2,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","258,000km",PETROL,3340,4829
TOYOTA,VELLFIRE,Osaka - Japan,DBA-GGH25W,2008/5,AT,Pearl,4WD,5,RHD,,,Mini Van,"3,500cc","114,000km",PETROL,3340,5400
TOYOTA,VELLFIRE,Yokohama - Japan,DBA-GGH25W,2012/3,AT,Black,4WD,5,RHD,8,2GR,Mini Van,"3,450cc","157,000km",PETROL,3330,5390
NISSAN,NV350CARAVAN,Kobe - Japan,CBF-VR2E26,2013/11,AT,White,2WD,5,RHD,3[6],QR20,Van,"1,990cc","201,000km",PETROL,3330,5285
TOYOTA,COROLLA AXIO,Yokohama - Japan,DBA-NZE161,2012/7,AT,Silver,2WD,4,RHD,5,1NZ,Sedan,"1,490cc","186,000km",PETROL,3330,4818
AUDI,A4,Yokohama - Japan,ABA-8KCDNF,2012/1,AT,White,4WD,4,RHD,5,CDN,Sedan,"1,980cc","136,000km",PETROL,3330,5023
MITSUBISHI,DELICA TRUCK,Hakata - Japan,TC-SK82TM,2002/8,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","77,000km",PETROL,3330,5128
TOYOTA,PROBOX VAN,Kobe - Japan,DBE-NCP160V,2014/10,AT,Blue(D),2WD,5,RHD,2[5],1NZ,Van,"1,490cc","120,000km",PETROL,3330,4818
MAZDA,TITAN,Yokohama - Japan,TC-SYE4T,2005/2,MT,Silver,2WD,2,RHD,3,FE,Truck,"1,990cc","213,000km",PETROL,3330,5231
BMW,2 SERIES,Hakata - Japan,LDA-2C20,2016/3,AT,White,,5,RHD,,,Hatchback,"2,000cc","110,000km",DIESEL,3330,5023
TOYOTA,COROLLA FIELDER,Yokohama - Japan,DBA-NZE141G,2010/7,AT,Black,2WD,5,RHD,5,1NZ,Station Wagon,"1,490cc","229,000km",PETROL,3330,4919
VOLKSWAGEN,POLO,Hakata - Japan,DBA-6RCJZ,2014/12,AT,Black,2WD,5,RHD,5,CJZ,Hatchback,"1,190cc","64,000km",PETROL,3320,4704
AUDI,A3,Yokohama - Japan,DBA-8PCAX,2013/7,AT,Blue(D),2WD,5,RHD,5,CAX,Hatchback,"1,380cc","52,000km",PETROL,3320,4808
TOYOTA,NOAH,Nagoya - Japan,DBA-ZRR75W,2010/1,AT,Pearl,4WD,5,RHD,8,3ZR,Wagon,"1,980cc","148,000km",PETROL,3320,5222
TOYOTA,SUCCEED VAN,Kobe - Japan,DBE-NCP51V,2011/9,AT,Silver,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","77,000km",PETROL,3320,4809
MAZDA,DEMIO,Kobe - Japan,LDA-DJ5AS,2015/11,AT,Blue(D),4WD,5,RHD,5,S5,Hatchback,"1,490cc","133,000km",DIESEL,3320,4806
TOYOTA,ALLION,Yokohama - Japan,DBA-ZRT265,2008/3,AT,Pearl,4WD,4,RHD,5,2ZR,Sedan,"1,790cc","210,000km",PETROL,3310,4899
MAZDA,BONGO TRUCK,Osaka - Japan,TC-SK82T,2007/7,MT,White,2WD,2,RHD,3,F8,Truck,"1,780cc","261,000km",PETROL,3310,5108
TOYOTA,SUCCEED VAN,Yokohama - Japan,DBE-NCP51V,2011/10,AT,White,2WD,5,RHD,2[5],1NZ,Van,"1,490cc","71,000km",PETROL,3310,4798
SUBARU,FORESTER,Kobe - Japan,DBA-SHJ,2011/2,AT,Blue,4WD,5,RHD,5,FB20,SUV,"1,990cc","247,000km",PETROL,3310,5107
NISSAN,CARAVAN,Yokohama - Japan,ADF-VWE25,2008/6,AT,Silver,2WD,4,RHD,3[6],ZD30,Van,"2,950cc","194,000km",DIESEL,3310,5265
MAZDA,CX5,Kobe - Japan,LDA-KE2FW,2012/8,AT,Red,2WD,5,RHD,5,SH,SUV,"2,180cc","116,000km",DIESEL,3300,5199
LEXUS,IS,Kobe - Japan,DBA-GSE20,2009/3,AT,Pearl,2WD,4,RHD,5,4GR,Sedan,"2,490cc","149,000km",PETROL,3300,4891
