Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price
Mitsubishi,Canter Truck,2000/3,"370,000km","4,200cc",DIESEL,MT,,2WD,,,,Truck,,12066
Mitsubishi,Fighter,1999/3,"432,000km","8,200cc",DIESEL,6MT,,2WD,,,,Truck,,31592
Mitsubishi,Canter Truck,1995/9,"103,000km","3,560cc",DIESEL,MT,,2WD,,,,Truck,,10937
Mazda,Titan,2000/9,"297,000km","3,000cc",DIESEL,MT,,2WD,,,,Truck,,5458
Toyota,Toyoace Truck,1991/12,"88,000km","2,970cc",DIESEL,MT,,2WD,,,,Truck,3,7999
Mitsubishi,Canter Truck,1994/4,"163,000km","3,600cc",DIESEL,MT,,2WD,,,,Truck,,12066
Mitsubishi,Canter Truck,2005/7,"269,000km","3,000cc",DIESEL,MT,,2WD,,,,Truck,,9014
Nissan,Diesel Condor,1995/3,"165,000km","4,200cc",DIESEL,MT,,2WD,,,,Truck,,6170
Mitsubishi,Canter Truck,1995/10,"280,000km","4,600cc",DIESEL,MT,,2WD,,,,Truck,,12281
Mitsubishi,Canter Truck,1990/7,"49,000km","2,800cc",DIESEL,MT,,2WD,,,,Truck,,6676
Lamborghini,Aventador,,"3,500km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,697572
Lamborghini,Aventador,,"1,500km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,612702
Lamborghini,Aventador,,"1,594km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,594762
Lamborghini,Aventador,,"13,222km","6,500cc",PETROL,AT,,,,,,Coupe,2,594022
Lamborghini,Aventador,,"1,400km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,590242
Toyota,Cullinan,,200km,"6,500cc",PETROL,AT,,4WD,,,,SUV,0,518532
Lamborghini,Huracan,,530km,"5,200cc",PETROL,AT,,MR,,,,Coupe,2,517602
Ferrari,812Gts,,904km,"6,500cc",PETROL,AT,,FR,,,,Convertible,2,509212
Ferrari,812Gts,,785km,"6,500cc",PETROL,AT,,FR,,,,Convertible,2,499492
Lamborghini,Aventador,,"9,910km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,496162
Ferrari,812Gts,,900km,"6,500cc",PETROL,AT,,FR,,,,Convertible,2,495862
Lamborghini,Aventador,,"19,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,485032
Nissan,Gt R,,50km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,4,458182
Lamborghini,Aventador,,"25,521km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,457672
Ferrari,458 Speciale,,"9,500km","4,500cc",PETROL,AT,,MR,,,,Coupe,2,452202
Rolls,Cullinan,,100km,"6,500cc",PETROL,AT,,4WD,,,,SUV,0,451032
Nissan,Skyline,,"77,631km","2,000cc",PETROL,MT,,2WD,,,,Sedan,5,437912
Lamborghini,Huracan,,"2,058km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,437042
Nissan,Gt R,,"1,038km","3,800cc",PETROL,AT,,,,,,Coupe,4,436402
Nissan,Skyline,,"7,380km","2,560cc",PETROL,MT,,4WD,,,,Coupe,4,427762
Lamborghini,Aventador,,"23,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,423282
Toyota,Cullinan,,"3,000km","6,500cc",PETROL,AT,,4WD,,,,SUV,0,409512
Lamborghini,Huracan,,450km,"5,200cc",PETROL,AT,,MR,,,,Coupe,2,401522
Ferrari,F8 Spider,,"1,390km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,400092
Ferrari,F8 Spider,,"5,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,394642
Rolls,Cullinan,,100km,"6,500cc",PETROL,AT,,4WD,,,,SUV,0,395132
Toyota,Db7,,"9,000km","5,900cc",PETROL,MT,,,,,,Sedan,4,393042
Lamborghini,Urus,,300km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,389952
Ferrari,Sf90 Stradale,,"2,800km","4,000cc",PLUG-IN HYBRID(PETROL),AT,,4WD,,,,Coupe,2,386462
Kia,Phantom,,"8,000km","6,700cc",PETROL,AT,,,,,,Sedan,5,385872
Ferrari,F8 Spider,,"1,090km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,383372
Aston,V12 Vantage,,75km,"5,200cc",PETROL,AT,,,,,,Coupe,2,379772
Lamborghini,Aventador,,"16,800km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,379702
Porsche,911,,"2,000km","4,000cc",PETROL,MT,,,,,,Coupe,,375962
Ferrari,360,,"6,000km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,372502
Lamborghini,Aventador,,"9,556km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,368742
Nissan,Skyline,,"9,868km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,365352
Ferrari,F8 Tributo,,"5,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,365222
Nissan,Gt R,,"4,400km","3,800cc",PETROL,AT,,2WD,,,,Coupe,2,365422
Hyundai,Cullinan,,"5,800km","6,500cc",PETROL,AT,,4WD,,,,SUV,0,366072
Nissan,Skyline,,"20,080km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,365302
Lamborghini,Huracan,,95km,"5,200cc",PETROL,AT,,4WD,,,,Coupe,2,361612
Rolls,Dawn,,"8,400km","6,600cc",PETROL,AT,,,,,,Convertible,4,361902
Lamborghini,Urus,,680km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,359542
Ferrari,Sf90 Stradale,,"4,000km","4,000cc",PLUG-IN HYBRID(PETROL),AT,,4WD,,,,Coupe,2,358812
Lamborghini,Aventador,,"22,900km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,357942
Lamborghini,Urus,,"3,021km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,354942
Rolls,Cullinan,,"3,000km","6,500cc",PETROL,AT,,4WD,,,,SUV,0,355182
Rolls,Cullinan,,"6,619km","6,500cc",PETROL,AT,,4WD,,,,SUV,5,354992
Ferrari,F8 Spider,,"1,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,351862
Ferrari,360,,"5,756km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,350732
Lamborghini,Huracan,,"7,227km","5,200cc",PETROL,AT,,2WD,,,,Coupe,2,333472
Ferrari,360,,"8,014km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,332102
Lamborghini,Huracan,,"1,800km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,331102
Aston,Dbs,,240km,"5,200cc",PETROL,AT,,FR,,,,Coupe,2,330982
Lamborghini,Urus,,890km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,329452
Lamborghini,Urus,,83km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,329362
Lamborghini,Aventador,,"14,200km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,328812
Lamborghini,Huracan,,"2,117km","5,200cc",PETROL,AT,,,,,,Coupe,2,328042
Nissan,Gt R,,450km,"3,800cc",PETROL,AT,,,,,,Coupe,4,326922
Ferrari,F8 Tributo,,"1,498km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,325292
Lamborghini,Huracan,,"9,800km","5,200cc",PETROL,AT,,2WD,,,,Coupe,2,323512
Lamborghini,Urus,,300km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,323702
Lamborghini,Urus,,70km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,319232
Ferrari,F8 Spider,,"1,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,318052
Lamborghini,Urus,,370km,"4,000cc",PETROL,AT,,4WD,,,,SUV,5,315122
Rolls,Ghost,,"3,700km","6,700cc",PETROL,AT,,4WD,,,,Sedan,5,315082
Ferrari,F8 Spider,,530km,"3,900cc",PETROL,AT,,MR,,,,Convertible,2,314432
Rolls,Ghost,,"18,000km","6,700cc",PETROL,AT,,4WD,,,,Sedan,5,313622
Lamborghini,Aventador,,"5,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,312252
Ferrari,F8 Tributo,,"5,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,311232
Ferrari,360,,"11,000km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,310972
Ferrari,360,,"4,000km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,307162
Lamborghini,Urus,,"11,600km","4,000cc",PETROL,AT,,4WD,,,,SUV,4,307692
Lamborghini,Huracan,,107km,"5,200cc",PETROL,AT,,4WD,,,,Coupe,2,304392
Rolls,Cullinan,,"18,000km","6,500cc",PETROL,AT,,4WD,,,,SUV,4,298022
Ferrari,360,,"11,000km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,310972
Ferrari,360,,"4,000km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,307162
Lamborghini,Urus,,"11,600km","4,000cc",PETROL,AT,,4WD,,,,SUV,4,307692
Lamborghini,Huracan,,107km,"5,200cc",PETROL,AT,,4WD,,,,Coupe,2,304392
Rolls,Cullinan,,"18,000km","6,500cc",PETROL,AT,,4WD,,,,SUV,4,298022
Ferrari,F8 Tributo,,"3,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,296272
Ferrari,F8 Tributo,,550km,"3,900cc",PETROL,AT,,MR,,,,Coupe,2,294952
Lamborghini,Huracan,,"3,000km","5,200cc",PETROL,AT,,4WD,,,,Coupe,0,292722
Lamborghini,Aventador,,"2,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,292642
Mercedes,Sls Amg,,"5,139km","6,300cc",PETROL,AT,,FR,,,,Coupe,2,292072
Ferrari,F8 Tributo,,"6,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,291502
Ferrari,F430 Spider,,"34,500km","4,300cc",PETROL,MT,,MR,,,,Convertible,2,291192
Lamborghini,Urus,,"1,808km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,291492
Lamborghini,Urus,,"3,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,290242
Lamborghini,Urus,,"1,117km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,289752
Rolls,Dawn,,"21,700km","6,600cc",PETROL,AT,,,,,,Convertible,4,285842
Ferrari,F8 Tributo,,"7,671km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,285242
Honda,Nsx,,"34,000km","3,200cc",PETROL,MT,,MR,,,,Coupe,2,284892
Ferrari,458 Spider,,"24,000km","4,500cc",PETROL,AT,,MR,,,,Convertible,2,284712
Lamborghini,Urus,,"6,480km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,284452
Rolls,Cullinan,,"19,000km","6,500cc",PETROL,AT,,4WD,,,,SUV,4,283332
Nissan,Skyline,,"52,200km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,278652
Lamborghini,Urus,,"6,950km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,278782
Nissan,Gt R,,"1,500km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,278402
Honda,Nsx,,"2,104km","3,500cc",HYBRID(PETROL),AT,,4WD,,,,Coupe,2,278182
Lamborghini,Murcielago,,"32,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,278182
Lamborghini,Urus,,"5,500km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,278672
Lamborghini,Aventador,,"27,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,278102
Lamborghini,Huracan,,512km,"5,200cc",PETROL,AT,,4WD,,,,Coupe,2,278022
Ferrari,360,,"11,100km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,277992
Ferrari,F8 Tributo,,"1,446km","3,900cc",PETROL,AT,,,,,,Coupe,2,277942
Ferrari,458 Spider,,"18,000km","4,500cc",PETROL,AT,,,,,,Convertible,2,276782
Mercedes,Dawn,,"22,000km","6,600cc",PETROL,AT,,FR,,,,Convertible,4,277092
Rolls,Dawn,,"17,000km","6,600cc",PETROL,AT,,FR,,,,Convertible,4,274942
Rolls,Dawn,,"29,260km","6,591cc",PETROL,AT,,FR,,,,Convertible,4,273242
Lamborghini,Urus,,"1,700km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,271412
Ferrari,488 Spider,,"4,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,270862
Rolls,Dawn,,"7,500km","6,600cc",PETROL,AT,,,,,,Convertible,4,271312
Ferrari,F8 Tributo,,"2,600km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,270842
Lamborghini,Aventador,,"4,327km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,270622
Lamborghini,Urus,,"13,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,270962
Ferrari,488 Spider,,"9,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,269522
Alfa,8C,,"29,000km","4,700cc",PETROL,AT,,FR,,,,Coupe,2,269542
Nissan,Skyline,,"46,480km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,269492
Ferrari,360,,"19,600km","6,500cc",PETROL,AT,,FR,,,,Coupe,2,267822
Aston,Wraith,,"9,500km","6,600cc",PETROL,AT,,,,,,Coupe,4,267562
Lamborghini,Urus,,"5,520km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,266142
Ferrari,F8 Tributo,,"2,675km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,265052
Rolls,Cullinan,,"32,050km","6,700cc",PETROL,AT,,4WD,,,,SUV,5,264572
Lamborghini,Aventador,,"2,273km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,263452
Lamborghini,Huracan,,"1,994km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,263452
Lamborghini,Huracan,,"1,370km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,263402
Ferrari,488 Spider,,"5,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,262102
Ferrari,Rome,,530km,"3,900cc",PETROL,AT,,,,,,Coupe,4,261682
Ferrari,F8 Tributo,,"2,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,261482
Porsche,911,,150km,"4,000cc",PETROL,AT,,,,,,Coupe,2,257812
Nissan,Skyline,,"1,400km","2,000cc",PETROL,MT,,,,,,Sedan,5,257262
Land,Range Rover,,"5,300km","4,400cc",PETROL,AT,,4WD,,,,SUV,5,257062
Nissan,Gt R,,"1,705km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,256522
Lamborghini,Huracan,,"10,000km","5,200cc",PETROL,AT,,4WD,,,,Coupe,0,256192
Lamborghini,Urus,,"11,850km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,256752
Lamborghini,Urus,,"3,300km","3,990cc",PETROL,AT,,4WD,,,,SUV,5,256052
Lamborghini,Aventador,,"26,000km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,254942
Honda,Nsx,,"8,902km","3,200cc",PETROL,MT,,,,,,Coupe,2,254772
Lamborghini,Huracan,,900km,"5,200cc",PETROL,AT,,MR,,,,Coupe,2,252722
Lamborghini,Urus,,"16,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,253252
Lamborghini,Huracan,,"1,497km","5,200cc",PETROL,AT,,,,,,Coupe,2,251272
Toyota,Urus,,"12,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,251782
Lamborghini,Urus,,"4,500km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,250112
Bmw,Dawn,,"26,000km","6,600cc",PETROL,AT,,4WD,,,,Convertible,4,249502
Ferrari,488 Spider,,"8,300km","3,900cc",PETROL,AT,,,,,,Convertible,2,249032
Nissan,Gt R,,333km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,4,249092
Lamborghini,Huracan,,750km,"5,200cc",PETROL,AT,,,,,,Coupe,2,247942
Lamborghini,Aventador,,"22,000km","6,490cc",PETROL,AT,,4WD,,,,Coupe,2,246142
Lamborghini,Urus,,"6,877km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,246562
Lamborghini,Huracan,,"4,423km","5,200cc",PETROL,AT,,,,,,Coupe,2,241732
Lamborghini,Aventador,,"10,689km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,241682
Ferrari,488 Spider,,"6,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,241622
Ferrari,Rome,,"1,600km","3,900cc",PETROL,AT,,FR,,,,Coupe,4,241022
Land,Range Rover Sport,,58km,"4,400cc",HYBRID(PETROL),AT,,4WD,,,,SUV,5,240772
Ferrari,Rome,,"2,000km","3,900cc",PETROL,AT,,,,,,Coupe,4,239902
Lamborghini,Huracan,,"7,995km","5,200cc",PETROL,AT,,4WD,,,,Coupe,0,239622
Amg,Sclass,,150km,"4,000cc",HYBRID(PETROL),AT,,4WD,,,,Sedan,5,239762
Ferrari,F8 Tributo,,"7,000km","3,900cc",PETROL,AT,,,,,,Coupe,2,238842
Ferrari,488 Gtb,,"15,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,238822
Ferrari,458 Spider,,"22,990km","4,500cc",PETROL,AT,,MR,,,,Convertible,2,238562
Ferrari,488 Spider,,"26,700km","3,900cc",PETROL,AT,,,,,,Convertible,2,238502
Ferrari,488 Spider,,"8,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,238182
Amg,Gclass,,41km,"4,000cc",PETROL,AT,,,,,,SUV,5,238652
Mazda,Continental,,"4,340km","3,993cc",PETROL,AT,,4WD,,,,Convertible,4,238372
Lamborghini,Murcielago,,"4,615km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,236242
Ferrari,458 Spider,,"32,000km","4,500cc",PETROL,AT,,MR,,,,Convertible,2,236242
Lamborghini,Urus,,"3,900km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,236582
Lamborghini,Urus,,"7,696km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,236522
Ferrari,F12 Berlinetta,,"4,000km","6,300cc",PETROL,AT,,,,,,Coupe,2,235332
Lamborghini,Aventador,,"12,700km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,234422
Ferrari,458 Spider,,"27,000km","4,500cc",PETROL,AT,,,,,,Convertible,2,234412
Ferrari,360,,"19,000km","3,600cc",PETROL,MT,,MR,,,,Convertible,2,233832
Ferrari,Rome,,"4,000km","3,900cc",PETROL,AT,,,,,,Coupe,4,233222
Lamborghini,Aventador,,"24,377km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,233092
Porsche,911,,"6,000km","3,700cc",PETROL,AT,,4WD,,,,Coupe,4,232252
Ferrari,458 Spider,,"25,000km","4,499cc",PETROL,AT,,,,,,Convertible,2,231482
Lamborghini,Huracan,,95km,"5,200cc",PETROL,AT,,4WD,,,,Coupe,2,231452
Lamborghini,Urus,,"22,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,230782
Ferrari,488 Spider,,"18,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,229692
Lamborghini,Huracan,,"13,360km","5,200cc",PETROL,AT,,,,,,Coupe,2,229622
Lamborghini,Aventador,,"44,519km","6,500cc",PETROL,AT,,4WD,,,,Coupe,2,229272
Ferrari,458 Italia,,"8,355km","4,500cc",PETROL,AT,,,,,,Coupe,2,228462
Lamborghini,Urus,,"11,200km","4,000cc",PETROL,AT,,4WD,,,,SUV,4,227862
Land,Range Rover Sport,,300km,"4,400cc",HYBRID(PETROL),AT,,4WD,,,,SUV,5,227822
Lamborghini,Urus,,"19,300km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,227802
Lamborghini,Urus,,"22,500km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,227802
Lamborghini,Urus,,"4,200km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,227712
Chevrolet,Rome,,"1,000km","3,900cc",PETROL,AT,,2WD,,,,Coupe,4,226922
Lamborghini,Urus,,"7,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,227172
Nissan,Gt R,,56km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,,226752
Lamborghini,Urus,,"25,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,227082
Porsche,911,,"3,500km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,226412
Lamborghini,Huracan,,"7,900km","5,200cc",PETROL,AT,,,,,,Coupe,2,225972
Ferrari,458 Italia,,"9,300km","4,500cc",PETROL,AT,,,,,,Coupe,2,225632
Lamborghini,Urus,,"13,300km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,225862
Ferrari,Gtc 4Lusso,,"9,000km","6,300cc",PETROL,AT,,4WD,,,,Coupe,,225512
Lamborghini,Huracan,,"10,000km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,225142
Ferrari,488 Spider,,"10,820km","3,900cc",PETROL,AT,,,,,,Convertible,2,225132
Toyota,Dbs,,"6,000km","5,200cc",PETROL,AT,,,,,,Coupe,4,224372
Lamborghini,Huracan,,"10,000km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,225142
Ferrari,488 Spider,,"10,820km","3,900cc",PETROL,AT,,,,,,Convertible,2,225132
Toyota,Dbs,,"6,000km","5,200cc",PETROL,AT,,,,,,Coupe,4,224372
Lamborghini,Urus,,"4,900km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,224232
Land,Range Rover,,"3,000km","4,400cc",PETROL,AT,,4WD,,,,SUV,4,224252
Lamborghini,Huracan,,"9,897km","5,200cc",PETROL,AT,,,,,,Coupe,2,223452
Bentley,Continental,,"9,849km","6,000cc",PETROL,AT,,4WD,,,,Coupe,4,223662
Ferrari,488 Spider,,"7,850km","3,900cc",PETROL,AT,,,,,,Convertible,2,223312
Ferrari,F12 Berlinetta,,"9,000km","6,300cc",PETROL,AT,,,,,,Coupe,2,223352
Ferrari,F12 Berlinetta,,"17,700km","6,300cc",PETROL,AT,,FR,,,,Coupe,2,223042
Nissan,Skyline,,"121,271km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,220202
Ferrari,488 Spider,,"7,828km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,220042
Ferrari,488 Spider,,"28,000km","3,900cc",PETROL,AT,,MR,,,,Convertible,2,220032
Ferrari,Rome,,"5,000km","3,900cc",PETROL,AT,,,,,,Coupe,4,220132
Nissan,Gt R,,962km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,4,220212
Ferrari,458 Spider,,"36,700km","4,500cc",PETROL,AT,,MR,,,,Convertible,2,220012
Ferrari,Rome,,"1,100km","3,900cc",PETROL,AT,,FR,,,,Coupe,4,220112
Aston,Dbs,,"10,000km","5,200cc",PETROL,AT,,FR,,,,Coupe,2,220112
Maserati,Ghibli,,"70,000km","3,000cc",PETROL,AT,,,,,,Sedan,5,220392
Ferrari,Rome,,620km,"3,900cc",PETROL,AT,,2WD,,,,Coupe,4,220002
Lamborghini,Murcielago,,"31,500km","6,200cc",PETROL,AT,,4WD,,,,Coupe,2,219462
Ferrari,360,,"2,000km","3,600cc",PETROL,MT,,MR,,,,Coupe,2,218702
Ferrari,488 Gtb,,"16,000km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,218702
Aston,Dbx,,"3,399km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,219232
Ferrari,Testarossa,,"22,864km","5,000cc",PETROL,MT,,MR,,,,Coupe,2,218592
Lamborghini,Urus,,"26,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,214792
Ferrari,Rome,,71km,"3,900cc",PETROL,AT,,2WD,,,,Coupe,4,213742
Porsche,911,,"3,000km","2,981cc",PETROL,AT,,4WD,,,,Coupe,4,212972
Ford,Mustang,,"10,500km","5,700cc",PETROL,MT,,,,,,Coupe,5,212882
Lamborghini,Huracan,,"9,500km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,212772
Aston,Dbx,,"4,000km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,213282
Ferrari,458 Spider,,"33,900km","4,500cc",PETROL,AT,,MR,,,,Convertible,2,212682
Lamborghini,Urus,,"12,956km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,213212
Ferrari,458 Italia,,"17,500km","4,500cc",PETROL,AT,,MR,,,,Coupe,2,212112
Ferrari,Rome,,"2,830km","3,900cc",PETROL,AT,,FR,,,,Coupe,4,212202
Lamborghini,Urus,,"47,480km","4,000cc",PETROL,AT,,4WD,,,,SUV,4,212602
Ferrari,488 Gtb,,"16,500km","3,900cc",PETROL,AT,,MR,,,,Coupe,2,212012
Ferrari,Rome,,"7,200km","3,900cc",PETROL,AT,,,,,,Coupe,4,212092
Nissan,Skyline,,"32,116km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,212072
Amg,Gclass,,"6,100km","4,000cc",PETROL,AT,,,,,,SUV,5,212442
Ferrari,Rome,,"2,620km","3,900cc",PETROL,AT,,2WD,,,,Coupe,4,211492
Lamborghini,Huracan,,"11,874km","5,200cc",PETROL,AT,,MR,,,,Coupe,2,211382
Nissan,Gt R,,300km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,4,211492
Lamborghini,Huracan,,"10,600km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,211262
Lamborghini,Huracan,,"8,530km","5,200cc",PETROL,AT,,,,,,Coupe,2,211262
Bentley,Continental,,"6,310km","4,000cc",PETROL,AT,,4WD,,,,Coupe,4,210552
Ferrari,488 Spider,,"18,600km","3,900cc",PETROL,AT,,,,,,Convertible,2,210102
Lamborghini,Urus,,"9,690km","4,000cc",PETROL,AT,,4WD,,,,SUV,4,209482
Nissan,Skyline,,"34,792km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,208382
Porsche,911,,"9,300km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,208092
Ferrari,Rome,,"3,000km","3,900cc",PETROL,AT,,2WD,,,,Coupe,4,207172
Lamborghini,Urus,,"44,415km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,207302
Ferrari,488 Gtb,,"7,140km","3,900cc",PETROL,AT,,,,,,Coupe,2,206512
Ferrari,Rome,,"4,000km","3,900cc",PETROL,AT,,,,,,Coupe,4,206172
Lamborghini,Huracan,,"9,000km","5,200cc",PETROL,AT,,MR,,,,Coupe,2,205622
Lamborghini,Huracan,,"17,000km","5,200cc",PETROL,AT,,4WD,,,,Coupe,0,205602
Nissan,Fairlady Z,,"72,873km","2,400cc",PETROL,MT,,FR,,,,Coupe,2,205572
Nissan,Continental,,"8,000km","4,000cc",PETROL,AT,,4WD,,,,Coupe,4,205872
Nissan,Gt R,,"45,000km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,205722
Lamborghini,Huracan,,"22,600km","5,200cc",PETROL,AT,,4WD,,,,Coupe,2,205492
Mazda,Bentayga,,"4,500km","4,000cc",PETROL,AT,,4WD,,,,SUV,5,205502
Nissan,Skyline,,"37,367km","2,600cc",PETROL,MT,,4WD,,,,Coupe,4,204752
Maserati,Mc20,,"2,269km","3,000cc",PETROL,AT,,2WD,,,,Coupe,2,204412
Nissan,Gt R,,"2,550km","3,800cc",PETROL,AT,,4WD,,,,Coupe,4,204252
Ferrari,488 Spider,,"5,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,203952
Ferrari,Rome,,"3,300km","3,900cc",PETROL,AT,,2WD,,,,Coupe,4,204032
Daihatsu,Continental,,"13,245km","6,000cc",PETROL,AT,,4WD,,,,Convertible,4,203722
Ferrari,Rome,,"1,600km","3,900cc",PETROL,AT,,,,,,Coupe,4,203452
Nissan,Gt R,,429km,"3,800cc",PETROL,AT,,4WD,,,,Coupe,4,203402
Aston,Dbs,,"9,000km","5,200cc",PETROL,AT,,FR,,,,Coupe,2,202692
Bentley,Continental,,"12,000km","4,000cc",PETROL,AT,,4WD,,,,Coupe,4,202242
Ferrari,488 Spider,,"6,000km","3,900cc",PETROL,AT,,,,,,Convertible,2,200902
