stock_id,make,model,inventory_location,model_code,year,transmission,color,drive,doors,steering,seats,engine_type,body_type,engine_size,mileage,fuel,fob_price,total_price
XQ6396,NISSAN,TIIDA LATIO,Yokohama - Japan,DBA-SC11,2008/2,AT,Gray,2WD,5,RHD,5,HR15,Sedan,"1,490cc","117,000km",PETROL,1130,2701
HD2218,SUZUKI,EVERY,Kobe - Japan,EBD-DA64V,2013/2,5MT,White,2WD,5,RHD,2[4],K6A,Van,650cc,"163,000km",PETROL,1130,2401
NP9398,DAIHATSU,MOVE,Yokohama - Japan,DBA-LA100S,2014/4,AT,Blue(L),2WD,5,RHD,4,KF,Hatchback,650cc,"93,000km",PETROL,1130,2401
EB5493,HONDA,AIRWAVE,Hakata - Japan,DBA-GJ1,2008/3,AT,Gray,2WD,5,RHD,5,L15A,Station Wagon,"1,490cc","137,000km",PETROL,1130,2701
IK8423,NISSAN,NOTE,Hakata - Japan,DBA-E12,2013/5,AT,Red,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","108,000km",PETROL,1130,2601
YO2842,NISSAN,NOTE,Kobe - Japan,DBA-E12,2013/12,AT,White,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","123,000km",PETROL,1130,2601
QW6328,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-B11W,2014/3,AT,Rose,2WD,5,RHD,4,3B20,Wagon,650cc,"62,000km",PETROL,1120,2291
BD0346,MITSUBISHI,MIRAGE,Yokohama - Japan,DBA-A05A,2012/9,AT,Pearl,2WD,5,RHD,5,3A90,Hatchback,990cc,"73,000km",PETROL,1120,2491
UQ2512,DAIHATSU,MOVE,Hakata - Japan,DBA-LA100S,2013/12,AT,Brown,2WD,5,RHD,4,KF,Hatchback,650cc,"95,000km",PETROL,1120,2391
AA6192,MITSUBISHI,EK WAGON,Osaka - Japan,DBA-B11W,2014/1,AT,PURPLE(D),2WD,5,RHD,4,3B20,Wagon,650cc,"119,000km",PETROL,1120,2291
ZL7287,DAIHATSU,BOON,Yokohama - Japan,DBA-M600S,2010/7,AT,Pearl,2WD,5,RHD,5,1KR,Hatchback,990cc,"104,000km",PETROL,1110,2481
OY6862,DAIHATSU,HIJET CARGO,Kobe - Japan,EBD-S321V,2014/12,5MT,White,2WD,5,RHD,2[4],KF,Wagon,650cc,"158,000km",PETROL,1110,2481
QE2493,SUZUKI,SPLASH,Nagoya - Japan,DBA-XB32S,2012/3,AT,Green(L),2WD,5,RHD,5,K12B,Hatchback,"1,240cc","91,000km",PETROL,1110,2481
RU5719,HONDA,FIT HYBRID,Yokohama - Japan,DAA-GP1,2011/3,AT,Red,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","100,000km",HYBRID(PETROL),1110,2481
LW0451,NISSAN,NOTE,Nagoya - Japan,DBA-E12,2012/11,AT,Red,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","72,000km",PETROL,1110,2581
IY0521,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-H82W,2007/2,AT,Yellow,2WD,5,RHD,4,3G83,Wagon,650cc,"90,000km",PETROL,1110,2281
NI2421,HONDA,FREED,Yokohama - Japan,DBA-GB3,2009/2,AT,Blue(D),2WD,5,RHD,7,L15A,Mini Van,"1,490cc","155,000km",PETROL,1110,2781
LS1051,TOYOTA,PASSO,Nagoya - Japan,DBA-KGC10,2009/1,AT,Gold,2WD,5,RHD,5,1KR,Hatchback,990cc,"124,000km",PETROL,1110,2481
TM3183,TOYOTA,VOXY,Nagoya - Japan,DBA-AZR60G,2007/2,AT,Pearl,2WD,5,RHD,8,1AZ,Wagon,"1,990cc","202,000km",PETROL,1100,2971
CM0325,SUZUKI,SWIFT,Nagoya - Japan,DBA-ZC11S,2006/6,AT,Blue,2WD,5,RHD,5,M13A,Hatchback,"1,320cc","96,000km",PETROL,1100,2471
HT6269,HONDA,STEPWAGON SPADA,Nagoya - Japan,DBA-RK5,2010/10,AT,PURPLE(D),2WD,5,RHD,8,R20A,Mini Van,"1,990cc","150,000km",PETROL,1100,2971
TM1897,MITSUBISHI,MIRAGE,Osaka - Japan,DBA-A05A,2012/11,AT,Blue(L),2WD,5,RHD,5,3A90,Hatchback,990cc,"139,000km",PETROL,1100,2471
QA8158,NISSAN,BLUEBIRD SYLPHY,Yokohama - Japan,DBA-KG11,2007/11,AT,Silver,2WD,4,RHD,5,MR20,Sedan,"1,990cc","118,000km",PETROL,1100,2671
PU4008,MAZDA,DEMIO,Osaka - Japan,DBA-DY3W,2004/12,AT,Pearl,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","61,000km",PETROL,1100,2471
YW6257,MAZDA,DEMIO,Osaka - Japan,DBA-DY3W,2007/5,AT,Silver,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","118,000km",PETROL,1100,2471
CF1695,NISSAN,NOTE,Nagoya - Japan,DBA-E11,2007/10,AT,Blue,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","130,000km",PETROL,1100,2571
RL5508,HONDA,FREED,Osaka - Japan,DBA-GB3,2008/11,AT,Gray,2WD,5,RHD,7,L15A,Mini Van,"1,490cc","145,000km",PETROL,1100,2771
BA9890,MAZDA,DEMIO,Nagoya - Japan,DBA-DY3W,2005/12,AT,Silver,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","136,000km",PETROL,1100,2471
CD4037,NISSAN,MARCH,Nagoya - Japan,DBA-K13,2014/1,AT,Red,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","152,000km",PETROL,1100,2471
RJ5597,TOYOTA,PASSO,Nagoya - Japan,DBA-KGC10,2007/2,AT,Silver,2WD,5,RHD,5,1KR,Hatchback,990cc,"161,000km",PETROL,1100,2471
DK9851,SUZUKI,SOLIO,Osaka - Japan,DBA-MA15S,2014/2,AT,Blue(L),2WD,5,RHD,,,Wagon,"1,200cc","188,000km",PETROL,1100,2571
AZ0681,TOYOTA,VOXY,Yokohama - Japan,CBA-AZR65G,2004/11,AT,Silver,4WD,5,RHD,8,1AZ,Wagon,"1,990cc","169,000km",PETROL,1090,2961
TW6871,VOLKSWAGEN,GOLF,Yokohama - Japan,ABA-1KCAX,2008/9,AT,Silver,2WD,5,RHD,5,CAX,Hatchback,"1,380cc","103,000km",PETROL,1090,2661
OU0474,NISSAN,SERENA,Yokohama - Japan,DAA-HFC26,2013/12,AT,Black,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","143,000km",HYBRID(PETROL),1090,3011
NH6499,NISSAN,NOTE,Yokohama - Japan,DBA-E12,2012/9,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","113,000km",PETROL,1090,2561
UV9158,MITSUBISHI,PAJERO MINI,Yokohama - Japan,ABA-H58A,2008/6,AT,SILVER2,4WD,3,RHD,4,4A30,SUV,650cc,"142,000km",PETROL,1090,2361
PI2525,SUZUKI,SWIFT,Yokohama - Japan,DBA-ZC11S,2009/11,MT,Pearl,2WD,5,RHD,5,M13A,Hatchback,"1,320cc","113,000km",PETROL,1090,2461
KE7538,MITSUBISHI,PAJERO MINI,Nagoya - Japan,TA-H58A,2003/10,AT,Black,4WD,3,RHD,4,4A30,SUV,650cc,"117,000km",PETROL,1090,2361
MK7691,DAIHATSU,MIRA,Nagoya - Japan,DBA-L275S,2009/2,AT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"32,000km",PETROL,1090,2261
RM9283,SUZUKI,SWIFT,Yokohama - Japan,DBA-ZC11S,2008/10,5MT,Pearl,2WD,5,RHD,5,M13A,Hatchback,"1,320cc","108,000km",PETROL,1090,2461
PB9134,TOYOTA,PASSO,Kobe - Japan,DBA-KGC35,2012/3,AT,Black,4WD,5,RHD,5,1KR,Hatchback,990cc,"139,000km",PETROL,1090,2461
XS2533,NISSAN,NOTE,Hakata - Japan,DBA-E12,2013/9,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","131,000km",PETROL,1090,2561
JG0899,NISSAN,NOTE,Hakata - Japan,DBA-E12,2013/2,AT,Red,2WD,5,RHD,,,Hatchback,"1,200cc","96,000km",PETROL,1090,2561
XC3239,SUBARU,IMPREZA,Yokohama - Japan,DBA-GH3,2010/1,MT,Silver,4WD,5,RHD,5,EL15,Hatchback,"1,490cc","102,000km",PETROL,1080,2651
JN0948,NISSAN,NOTE,Hakata - Japan,DBA-E12,2013/6,AT,Pearl,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","141,000km",PETROL,1080,2551
NQ8018,NISSAN,NOTE,Yokohama - Japan,DBA-E12,2013/10,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","106,000km",PETROL,1080,2551
MQ1077,DAIHATSU,MOVE,Hakata - Japan,DBA-LA100S,2014/1,AT,Brown,2WD,5,RHD,4,KF,Hatchback,650cc,"94,000km",PETROL,1080,2351
DE0040,SUZUKI,SWIFT,Nagoya - Japan,DBA-ZD11S,2008/12,AT,Black,4WD,5,RHD,5,M13A,Hatchback,"1,320cc","161,000km",PETROL,1080,2451
UG0502,NISSAN,NOTE,Nagoya - Japan,DBA-E11,2008/2,AT,Gray,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","209,000km",PETROL,1080,2551
UV5777,DAIHATSU,MIRA,Yokohama - Japan,DBA-L275S,2009/11,AT,White,2WD,5,RHD,4,KF,Hatchback,650cc,"72,000km",PETROL,1080,2251
BP5443,SUBARU,LEGACY B4,Yokohama - Japan,CBA-BL5,2006/12,AT,GRAY(D),4WD,4,RHD,5,EJ20,Sedan,"1,990cc","112,000km",PETROL,1070,2641
UZ5508,TOYOTA,VOXY,Nagoya - Japan,DBA-AZR60G,2007/7,AT,Black,2WD,5,RHD,8,1AZ,Wagon,"1,990cc","112,000km",PETROL,1070,2941
BG1199,TOYOTA,bB,Kobe - Japan,CBA-QNC20,2013/10,AT,Black,2WD,5,RHD,5,K3,Mini Van,"1,290cc","168,000km",PETROL,1070,2541
SJ5279,HONDA,STEPWAGON,Nagoya - Japan,DBA-RK1,2010/6,AT,White,2WD,5,RHD,8,R20A,Mini Van,"1,990cc","164,000km",PETROL,1070,2941
NC7399,MAZDA,PREMACY,Yokohama - Japan,DBA-CWEFW,2012/2,AT,Gray,2WD,5,RHD,7,LF,Mini Van,"1,990cc","122,000km",PETROL,1070,2741
QQ0509,MAZDA,PREMACY,Kobe - Japan,DBA-CWEFW,2012/1,AT,Red,2WD,5,RHD,7,LF,Mini Van,"1,990cc","143,000km",PETROL,1070,2741
ZM4586,HONDA,FIT ARIA,Yokohama - Japan,DBA-GD8,2006/12,AT,Silver,2WD,4,RHD,5,L15A,Sedan,"1,490cc","29,000km",PETROL,1070,2541
VQ3898,MERCEDES,A CLASS,Yokohama - Japan,DBA-169032,2011/12,AT,Black,2WD,5,RHD,5,266,Hatchback,"1,690cc","65,000km",PETROL,1070,2541
IW5259,SUZUKI,ALTO,Hakata - Japan,DBA-HA25S,2011/1,5MT,Silver,2WD,5,RHD,4,K6A,Hatchback,650cc,"76,000km",PETROL,1070,2241
KW6244,TOYOTA,PASSO,Nagoya - Japan,DBA-KGC10,2006/11,AT,Red,2WD,5,RHD,5,1KR,Hatchback,990cc,"84,000km",PETROL,1070,2441
FA7560,MAZDA,DEMIO,Yokohama - Japan,DBA-DY3W,2004/7,AT,Blue(L),2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","90,000km",PETROL,1070,2441
CW0873,MERCEDES,A CLASS,Hakata - Japan,DBA-169032,2009/12,AT,Blue,2WD,5,RHD,5,266,Hatchback,"1,690cc","76,000km",PETROL,1070,2541
DB6442,NISSAN,MARCH,Osaka - Japan,DBA-K13,2012/3,AT,PURPLE(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","68,000km",PETROL,1070,2441
BA6352,DAIHATSU,MOVE,Nagoya - Japan,DBA-LA100S,2013/8,AT,PURPLE(D),2WD,5,RHD,4,KF,Hatchback,650cc,"112,000km",PETROL,1070,2341
OT5007,DAIHATSU,MIRA,Kobe - Japan,DBA-L275S,2010/2,AT,White,2WD,5,RHD,4,KF,Hatchback,650cc,"69,000km",PETROL,1070,2241
KT8209,DAIHATSU,HIJET CARGO,Nagoya - Japan,EBD-S321V,2013/12,AT,White,2WD,5,RHD,2[4],KF,Wagon,650cc,"140,000km",PETROL,1060,2431
ED6331,DAIHATSU,MIRA,Hakata - Japan,DBA-L275S,2011/8,MT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"48,000km",PETROL,1060,2231
MK9590,HONDA,ACTY TRUCK,Hakata - Japan,GBD-HA7,2005/5,5MT,White,4WD,2,RHD,2,E07Z,Truck,650cc,"269,000km",PETROL,1050,2321
ZB6973,HONDA,STEPWAGON SPADA,Yokohama - Japan,DBA-RK5,2009/12,AT,Black,2WD,5,RHD,8,R20A,Mini Van,"1,990cc","219,000km",PETROL,1050,2921
DS4542,MITSUBISHI,EK WAGON,Osaka - Japan,DBA-H82W,2009/12,AT,Pearl,2WD,5,RHD,4,3G83,Wagon,650cc,"74,000km",PETROL,1050,2221
JN7422,SUBARU,EXIGA,Osaka - Japan,DBA-YA4,2011/2,AT,Pearl,2WD,5,RHD,7,EJ20,Station Wagon,"1,990cc","214,000km",PETROL,1050,2821
XM3132,NISSAN,TIIDA,Hakata - Japan,DBA-C11,2011/6,AT,Black,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","128,000km",PETROL,1050,2521
KZ2690,MITSUBISHI,EK WAGON,Yokohama - Japan,DBA-H82W,2007/10,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"119,000km",PETROL,1050,2221
HW1283,TOYOTA,IQ,Yokohama - Japan,DBA-KGJ10,2008/12,AT,Silver,2WD,3,RHD,4,1KR,Hatchback,990cc,"168,000km",PETROL,1050,2221
CV6486,NISSAN,NOTE,Hakata - Japan,DBA-E12,2014/6,AT,Blue,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","159,000km",PETROL,1050,2521
KT2841,NISSAN,NOTE,Hakata - Japan,DBA-E12,2013/2,AT,Blue(L),2WD,5,RHD,,,Hatchback,"1,200cc","132,000km",PETROL,1050,2521
HZ7807,MAZDA,FAMILIA VAN,Kobe - Japan,DBF-BVY12,2015/4,AT,Silver,2WD,5,RHD,2[5],HR15,Van,"1,490cc","226,000km",PETROL,1040,2611
DH1071,NISSAN,TIIDA,Osaka - Japan,DBA-C11,2011/12,AT,Silver,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","69,000km",PETROL,1040,2511
PJ6779,HONDA,INSIGHT,Hakata - Japan,DAA-ZE2,2009/10,AT,Silver,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","97,000km",HYBRID(PETROL),1040,2511
ZE9998,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-H82W,2009/12,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"139,000km",PETROL,1040,2211
FI6342,NISSAN,NOTE,Kobe - Japan,DBA-NE12,2012/12,AT,Red,4WD,5,RHD,5,HR12,Hatchback,"1,190cc","146,000km",PETROL,1040,2511
BV4303,HONDA,FREED,Kobe - Japan,DBA-GB3,2008/8,AT,GRAY(D),2WD,5,RHD,,,Mini Van,"1,500cc","115,000km",PETROL,1040,2711
LC2780,SUBARU,EXIGA,Yokohama - Japan,DBA-YA5,2010/1,AT,Pearl,4WD,5,RHD,7,EJ20,Station Wagon,"1,990cc","105,000km",PETROL,1030,2801
JT1272,NISSAN,TIIDA LATIO,Hakata - Japan,DBA-SC11,2009/10,AT,Silver,2WD,4,RHD,5,HR15,Sedan,"1,490cc","89,000km",PETROL,1030,2601
VC4223,BMW,1 SERIES,Kobe - Japan,ABA-UE16,2009/12,AT,White,2WD,5,RHD,5,N45B16A,Hatchback,"1,590cc","200,000km",PETROL,1030,2501
KL7763,MITSUBISHI,PAJERO MINI,Osaka - Japan,E-H56A,1997,5MT,Black,4WD,3,RHD,4,4A30,SUV,650cc,"144,000km",PETROL,1030,2201
AF6205,SUZUKI,SWIFT,Yokohama - Japan,DBA-ZD11S,2008/1,MT,Wine,4WD,5,RHD,5,M13A,Hatchback,"1,320cc","179,000km",PETROL,1030,2401
WH4951,HONDA,FREED HYBRID,Yokohama - Japan,DAA-GP3,2011/12,AT,Blue(D),2WD,5,RHD,6,LEA-MF6,Mini Van,"1,490cc","144,000km",HYBRID(PETROL),1030,2701
SY1229,NISSAN,MARCH,Nagoya - Japan,DBA-K13,2012/1,AT,Green(L),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","74,000km",PETROL,1030,2401
NB7345,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-H82W,2012/3,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"74,000km",PETROL,1030,2201
EW7346,SUZUKI,SWIFT,Hakata - Japan,DBA-ZC71S,2009/6,AT,Brown,2WD,5,RHD,5,K12B,Hatchback,"1,240cc","102,000km",PETROL,1030,2401
IC8688,HONDA,ACTY VAN,Hakata - Japan,EBD-HH6,2013/2,5MT,White,4WD,5,RHD,2[4],E07Z,Van,650cc,"174,000km",PETROL,1030,2401
QS9061,MAZDA,DEMIO,Osaka - Japan,DBA-DY5W,2004/11,AT,Blue,2WD,5,RHD,5,ZY,Hatchback,"1,490cc","71,000km",PETROL,1030,2401
KB9129,NISSAN,NOTE,Nagoya - Japan,DBA-E12,2012/9,AT,Blue,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","94,000km",PETROL,1020,2491
JU8521,NISSAN,NOTE,Hakata - Japan,DBA-E11,2010/4,AT,Silver,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","90,000km",PETROL,1020,2491
KV6130,HONDA,FREED,Kobe - Japan,DBA-GB3,2010/3,AT,Black,2WD,5,RHD,7,L15A,Mini Van,"1,490cc","158,000km",PETROL,1020,2691
UV5107,HONDA,FREED,Yokohama - Japan,DBA-GB3,2009/12,AT,Gray,2WD,5,RHD,7,L15A,Mini Van,"1,490cc","180,000km",PETROL,1020,2691
XX3642,MITSUBISHI,EK WAGON,Yokohama - Japan,DBA-H82W,2012/2,AT,Rose,2WD,5,RHD,4,3G83,Wagon,650cc,"99,000km",PETROL,1010,2181
UR1260,DAIHATSU,MIRA,Hakata - Japan,DBA-L275S,2008/4,AT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"91,000km",PETROL,1010,2181
MR4846,MITSUBISHI,EK WAGON,Osaka - Japan,DBA-H82W,2013/3,AT,Green(L),2WD,5,RHD,4,3G83,Wagon,650cc,"108,000km",PETROL,1010,2181
IC0108,MAZDA,BIANTE,Kobe - Japan,DBA-CCEFW,2011/12,AT,PURPLE(D),2WD,5,RHD,8,LF,Mini Van,"1,990cc","183,000km",PETROL,1000,2921
FU7209,MITSUBISHI,COLT,Yokohama - Japan,DBA-Z21A,2012/3,AT,Black,2WD,5,RHD,5,4A90,Hatchback,"1,330cc","126,000km",PETROL,1000,2471
WZ5423,MAZDA,BIANTE,Osaka - Japan,DBA-CCEFW,2008/7,AT,Black,2WD,5,RHD,8,LF,Mini Van,"1,990cc","155,000km",PETROL,1000,2921
GV0120,MITSUBISHI,MINICAB VAN,Yokohama - Japan,GBD-U61V,2013/2,5MT,White,2WD,5,RHD,2[4],3G83,Van,650cc,"94,000km",PETROL,1000,2271
QW8289,NISSAN,NOTE,Hakata - Japan,DBA-E12,2012/11,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","127,000km",PETROL,1000,2471
SS6632,HONDA,FREED,Nagoya - Japan,DBA-GB3,2010/1,AT,Blue(D),2WD,5,RHD,7,L15A,Mini Van,"1,490cc","167,000km",PETROL,1000,2671
PH3225,SUZUKI,ALTO,Yokohama - Japan,HBD-HA25V,2013/8,AT,White,2WD,5,RHD,2[4],K6A,Hatchback,650cc,"165,000km",PETROL,1000,2171
GB8551,DAIHATSU,MOVE,Kobe - Japan,DBA-LA100S,2012/3,AT,Brown,2WD,5,RHD,4,KF,Hatchback,650cc,"73,000km",PETROL,1000,2271
WJ9756,DAIHATSU,MIRA,Osaka - Japan,DBA-L275S,2011/10,AT,White,2WD,5,RHD,4,KF,Hatchback,650cc,"75,000km",PETROL,1000,2171
RJ2685,HONDA,LIFE,Hakata - Japan,DBA-JC1,2014/3,AT,Pearl,2WD,5,RHD,4,P07A,Hatchback,650cc,"156,000km",PETROL,1000,2171
KF8919,NISSAN,SERENA,Osaka - Japan,DAA-HFC26,2013/12,AT,Pearl,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","156,000km",HYBRID(PETROL),990,2911
KT8446,MITSUBISHI,EK WAGON,Yokohama - Japan,DBA-H82W,2010/8,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"161,000km",PETROL,990,2161
OY8787,SUZUKI,SWIFT,Osaka - Japan,DBA-ZD11S,2009/5,AT,Red,4WD,5,RHD,5,M13A,Hatchback,"1,320cc","90,000km",PETROL,990,2361
RB9177,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-H82W,2012/2,AT,Black,2WD,5,RHD,4,3G83,Wagon,650cc,"93,000km",PETROL,990,2161
IW7860,DAIHATSU,MOVE,Hakata - Japan,DBA-L175S,2009/12,AT,Gray,2WD,5,RHD,4,KF,Hatchback,650cc,"121,000km",PETROL,990,2261
XX6825,NISSAN,MARCH,Osaka - Japan,DBA-K13,2012/9,AT,Black,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","150,000km",PETROL,980,2351
XG7079,MAZDA,BIANTE,Kobe - Japan,DBA-CCEFW,2009/7,AT,Black,2WD,5,RHD,8,LF,Mini Van,"1,990cc","142,000km",PETROL,980,2901
DY7899,MERCEDES,A CLASS,Kobe - Japan,DBA-169032,2008/3,AT,White,2WD,5,RHD,5,266,Hatchback,"1,690cc","99,000km",PETROL,980,2451
HZ3270,NISSAN,MARCH,Kobe - Japan,DBA-K13,2011/6,AT,PURPLE(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","125,000km",PETROL,980,2351
GS2142,NISSAN,NOTE,Yokohama - Japan,DBA-E11,2008/3,AT,Red,2WD,5,RHD,5,HR15,Hatchback,"1,490cc","65,000km",PETROL,980,2451
NF7376,SUZUKI,WAGON R,Yokohama - Japan,DBA-MH34S,2013/9,AT,PURPLE(D),2WD,5,RHD,4,R06A,Wagon,650cc,"126,000km",PETROL,980,2251
NY5004,DAIHATSU,MIRA,Kobe - Japan,DBA-L275S,2008/5,AT,Gold,2WD,5,RHD,4,KF,Hatchback,650cc,"25,000km",PETROL,980,2151
EZ9296,DAIHATSU,MIRA,Yokohama - Japan,DBA-L275S,2007/4,AT,Pink,2WD,5,RHD,4,KF,Hatchback,650cc,"83,000km",PETROL,980,2151
WG1215,NISSAN,NOTE,Hakata - Japan,DBA-E12,2012/12,AT,Silver,2WD,5,RHD,5,HR12,Hatchback,"1,190cc","146,000km",PETROL,980,2451
BZ3321,HONDA,LIFE,Hakata - Japan,DBA-JC1,2012/3,AT,Pearl,2WD,5,RHD,4,P07A,Hatchback,650cc,"137,000km",PETROL,980,2151
NU7541,MAZDA,BIANTE,Yokohama - Japan,DBA-CCEFW,2010/7,AT,PURPLE(D),2WD,5,RHD,8,LF,Mini Van,"1,990cc","89,000km",PETROL,970,2891
QL7435,DAIHATSU,MOVE,Hakata - Japan,DBA-L175S,2007/4,AT,Pearl,2WD,5,RHD,4,KF,Hatchback,650cc,"98,000km",PETROL,970,2241
FD5767,DAIHATSU,MOVE,Kobe - Japan,DBA-L175S,2009/3,AT,Gold,2WD,5,RHD,4,KF,Hatchback,650cc,"116,000km",PETROL,970,2241
VA1180,DAIHATSU,MIRA,Osaka - Japan,DBA-L275S,2014/7,5MT,Pink,2WD,5,RHD,4,KF,Hatchback,650cc,"131,000km",PETROL,970,2141
OI7969,DAIHATSU,MIRA,Hakata - Japan,DBA-L275S,2009/8,AT,Gold,2WD,5,RHD,4,KF,Hatchback,650cc,"74,000km",PETROL,970,2141
VE1856,SUZUKI,SWIFT,Yokohama - Japan,DBA-ZC11S,2010/2,MT,Pearl,2WD,5,RHD,5,M13A,Hatchback,"1,320cc","178,000km",PETROL,960,2331
LA2761,SUBARU,EXIGA,Kobe - Japan,DBA-YA5,2012/4,AT,Blue(D),4WD,5,RHD,7,EJ20,Station Wagon,"1,990cc","186,000km",PETROL,960,2731
DD4947,MAZDA,DEMIO,Hakata - Japan,DBA-DY3W,2004/7,5MT,Blue,2WD,5,RHD,5,ZJ,Hatchback,"1,340cc","119,000km",PETROL,960,2331
FU5021,MITSUBISHI,PAJERO MINI,Nagoya - Japan,TA-H58A,2004/10,AT,White,4WD,3,RHD,4,4A30,SUV,650cc,"150,000km",PETROL,960,2231
LM2318,MITSUBISHI,EK WAGON,Yokohama - Japan,DBA-H82W,2012/2,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"215,000km",PETROL,960,2131
CM7726,DAIHATSU,MOVE,Osaka - Japan,DBA-LA100S,2012/11,AT,Black,2WD,5,RHD,4,KF,Hatchback,650cc,"132,000km",PETROL,960,2231
WT8671,HONDA,ACTY TRUCK,Hakata - Japan,GD-HA6,2002/8,5MT,White,2WD,2,RHD,2,E07Z,Truck,650cc,"163,000km",PETROL,960,2231
IH0774,NISSAN,MARCH,Osaka - Japan,DBA-K13,2011/7,AT,PURPLE(D),2WD,5,RHD,5,HR12,Hatchback,"1,190cc","114,000km",PETROL,960,2331
OI0942,MITSUBISHI,PAJERO MINI,Hakata - Japan,GF-H53A,2000,5MT,White,2WD,3,RHD,4,4A30,SUV,650cc,"167,000km",PETROL,960,2231
FE7421,MITSUBISHI,EK WAGON,Osaka - Japan,DBA-H82W,2008/1,AT,Black,2WD,5,RHD,4,3G83,Wagon,650cc,"133,000km",PETROL,960,2131
KZ9686,MITSUBISHI,EK WAGON,Osaka - Japan,DBA-H82W,2008/3,AT,White,2WD,5,RHD,4,3G83,Wagon,650cc,"152,000km",PETROL,960,2131
OA9232,MITSUBISHI,COLT,Yokohama - Japan,DBA-Z21A,2009/12,AT,Pink,2WD,5,RHD,5,4A90,Hatchback,"1,330cc","95,000km",PETROL,950,2421
RJ2151,MITSUBISHI,EK WAGON,Kobe - Japan,DBA-H82W,2011/4,AT,Black,2WD,5,RHD,4,3G83,Wagon,650cc,"146,000km",PETROL,950,2121
CW7865,SUZUKI,SOLIO,Kobe - Japan,DBA-MA15S,2012/3,AT,Blue(D),2WD,5,RHD,5,K12B,Wagon,"1,240cc","96,000km",PETROL,950,2421
ZN8105,DAIHATSU,MIRA,Yokohama - Japan,DBA-L275S,2010/5,AT,Silver,2WD,5,RHD,4,KF,Hatchback,650cc,"76,000km",PETROL,950,2121
QX1663,MITSUBISHI,DELICA D2,Hakata - Japan,DBA-MB15S,2013/2,AT,Pearl,2WD,5,RHD,5,K12B,Wagon,"1,240cc","150,000km",PETROL,950,2421
XK9802,DAIHATSU,MIRA,Hakata - Japan,HBD-L275V,2013/1,AT,White,2WD,3,RHD,2[4],KF,Hatchback,650cc,"90,000km",PETROL,950,2121
SC4640,HONDA,LIFE,Yokohama - Japan,DBA-JC1,2013/11,AT,Black,2WD,5,RHD,4,P07A,Hatchback,650cc,"103,000km",PETROL,940,2111
HR6696,NISSAN,SERENA,Hakata - Japan,DAA-HFC26,2013/12,AT,Black,2WD,5,RHD,8,MR20-SM23,Mini Van,"1,990cc","181,000km",HYBRID(PETROL),930,2851
KJ0507,HONDA,INSIGHT,Yokohama - Japan,DAA-ZE2,2011/4,AT,Red,2WD,5,RHD,5,LDA-MF6,Hatchback,"1,330cc","144,000km",HYBRID(PETROL),930,2401
YG5688,MITSUBISHI,EK WAGON,Nagoya - Japan,DBA-H82W,2009/11,AT,Silver,2WD,5,RHD,4,3G83,Wagon,650cc,"131,000km",PETROL,930,2101
