Make,Model,Year,Mileage,Engine size,Fuel type,Transmission,Condition,Drive type,Horsepower,Torque,Acceleration,Body type,Seats,Price
Toyota,Wish,2016,80000,1800,Petrol,Automatic,Very Good,2WD,156,195,11,Station Wagon,,2499999
Porsche,Cayenne,2013,136000,3000,Diesel,Automatic,Very Good,AWD,258,580,5.4,SUV,,3949999
Mitsubishi,Galant,1998,286000,2000,Petrol,Automatic,Very Good,2WD,145,191,10,Saloon,,275000
Land rover,Discovery IV,2015,132000,3000,Diesel,Automatic,Very Good,4WD,254,600,6,SUV,,5499999
Toyota,Harrier,2017,74000,2000,Petrol,Automatic,Very Good,2WD,155,185,9,SUV,,3899999
Toyota,Camry,2014,178000,2500,Petrol,Automatic,Very Good,2WD,178,231,9,Saloon,,1699999
Audi,A6,2016,103000,2000,Petrol,Automatic,Very Good,AWD,220,350,7.8,Saloon,,3299999
Audi,A5,2016,54000,2000,Petrol,Automatic,Very Good,AWD,208,350,8,Saloon,,3549999
Mercedes,C200,2010,73000,1800,Petrol,Automatic,Very Good,2WD,184,270,9,Saloon,,1549999
Mazda,Demio,2017,89000,1500,Diesel,Automatic,Very Good,2WD,105,220,10,Hatchback,,1449999
Mazda,Axela,2014,120000,1500,Petrol,Automatic,Very Good,2WD,109,144,10,Saloon,,1499999
Volvo,XC60,2019,65000,2000,Diesel,Automatic,Very Good,AWD,187,400,6,SUV,,6499999
Mazda,Cx5,2017,150000,2200,Diesel,Automatic,Very Good,AWD,173,418,8.3,SUV,,3849999
Audi,Q5,2017,46000,2000,Petrol,Automatic,Very Good,AWD,252,370,8,SUV,,5199999
Toyota,Landcruiser,2015,125000,2800,Diesel,Automatic,Very Good,4WD,174,450,8,SUV,,5499999
Bmw,X3,2016,122000,2000,Diesel,Automatic,Very Good,AWD,188,400,8,SUV,,4149999
Volvo,XC60,2016,101000,2000,Petrol,Automatic,Very Good,AWD,242,350,8,SUV,,4349999
Lexus,NX200T,2016,49000,2000,Petrol,Automatic,Very Good,2WD,235,345,6,SUV,,4999999
Mercedes,E350,2012,86000,3500,Petrol,Automatic,Very Good,AWD,302,371,9,Saloon,,2949999
Nissan,Patrol,2016,93000,5600,Petrol,Automatic,Very Good,4WD,428,560,6.6,SUV,,8599999
Land rover,Range Rover Sport,2013,45000,5000,Petrol,Automatic,Very Good,4WD,510,625,5,SUV,,7999999
Land rover,Defender,2011,160000,2500,Diesel,Manual,Very Good,4WD,122,360,11,SUV,,4099999
Peugeot,2008,2017,56000,1200,Petrol,Automatic,Very Good,2WD,134,240,10,SUV,,2099999
Peugeot,508,2017,88000,1600,Petrol,Automatic,Very Good,2WD,162,240,8,Station Wagon,,2479999
Volvo,XC60,2016,66000,2000,Diesel,Automatic,Very Good,2WD,179,400,8,SUV,,3849999
Toyota,Probox / Succeed,2016,94000,1500,Petrol,Automatic,Very Good,2WD,109,141,12,Station Wagon,,1299999
Mazda,Demio,2017,106000,1300,Petrol,Automatic,Very Good,2WD,94,102,12,Hatchback,,1299999
Audi,SQ5,2017,58000,3000,Petrol,Automatic,Very Good,AWD,354,50,5.1,SUV,,6899999
Nissan,Patrol,2016,46000,5600,Petrol,Automatic,Very Good,4WD,400,560,7.5,SUV,,8499999
Toyota,Landcruiser 200 series,2014,97000,4500,Diesel,Automatic,Very Good,4WD,282,650,8,SUV,,8499999
Mazda,Cx5,2016,73000,2200,Diesel,Automatic,Very Good,2WD,173,418,8.3,SUV,,2649999
Lexus,RX450h,2016,85000,3500,Petrol Hybrid,Automatic,Very Good,AWD,327,350,8,SUV,,7199999
Volvo,XC60,2018,102000,2000,Petrol,Automatic,Very Good,AWD,251,350,7,SUV,,5799999
Toyota,Passo,2010,181000,1000,Petrol,Automatic,Very Good,2WD,74,94,12,Hatchback,,575000
Ford,Escape,2006,189000,3000,Petrol,Automatic,Very Good,4WD,200,262,10,SUV,,749999
Volkswagen,Golf Variant,2013,153000,1400,Petrol,Automatic,Very Good,2WD,138,250,8.4,Station Wagon,,1149999
Nissan,NV 200,2016,162000,1500,Petrol,Automatic,Very Good,2WD,133,188,11,Van,,1849999
Suzuki,Jimny,2016,88000,660,Petrol,Automatic,Very Good,4WD,63,103,10,SUV,,1549999
Audi,A3,2016,123000,1400,Petrol,Automatic,Very Good,2WD,150,250,8,Hatchback,,2349999
Bmw,320D,2014,151000,2000,Diesel,Automatic,Very Good,2WD,181,380,8.2,Saloon,,2449999
Toyota,Avensis,2005,124000,1800,Petrol,Manual,Very Good,2WD,127,170,9.7,Saloon,,679999
Toyota,Landcruiser,2012,142000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,3349999
Jeep,Cherokee,2002,86000,2500,Diesel,Automatic,Very Good,4WD,143,343,10,SUV,,1199999
Toyota,Fielder,2017,90000,1800,Petrol Hybrid,Automatic,Very Good,2WD,139,172,9,Station Wagon,,2199999
Toyota,Probox / Succeed,2016,105000,1500,Petrol,Automatic,Very Good,2WD,109,141,10,Station Wagon,,1289999
Volkswagen,Tiguan,2017,75000,1400,Petrol,Automatic,Very Good,2WD,148,250,9,SUV,,3849999
Mercedes,E350,2015,86000,3000,Diesel,Automatic,Very Good,AWD,252,620,7,Saloon,,3549999
Toyota,Landcruiser,2014,90000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,4199999
Citreon,C4,2017,70000,1600,Diesel,Automatic,Very Good,2WD,120,300,10,Hatchback,,1699999
Porsche,Cayenne,2015,54000,3600,Petrol,Automatic,Very Good,AWD,300,400,7.7,SUV,,6499999
Volvo,S60,2017,87000,1600,Petrol,Automatic,Very Good,2WD,148,240,8,Saloon,,2399999
Honda,Legend,2016,146000,3500,Petrol Hybrid,Automatic,Very Good,2WD,380,369,6.9,Saloon,,3549999
Subaru,WRX,2015,128000,2000,Petrol,Automatic,Very Good,AWD,300,400,5.4,Saloon,,2149999
Hyundai,Santa Fe,2015,109000,2200,Diesel,Automatic,Very Good,4WD,197,441,9.7,SUV,,3299999
Ford,EcoSport,2017,29000,1500,Petrol,Automatic,Very Good,2WD,121,150,9,SUV,,1749999
Ford,Ranger,2016,142000,2200,Diesel,Automatic,Very Good,4WD,148,375,8,Truck,,5699999
Mazda,Premacy,2012,80000,2200,Diesel,Automatic,Very Good,2WD,173,418,8.7,Station Wagon,,1099999
Toyota,Landcruiser 200 series,2016,106000,4500,Diesel,Automatic,Very Good,4WD,282,650,7,SUV,,8199999
Audi,A4,2014,105000,2000,Petrol,Automatic,Very Good,AWD,220,350,7.8,Saloon,,2299999
Audi,Q7,2007,178000,3000,Diesel,Automatic,Very Good,AWD,233,500,8,SUV,,2199999
Toyota,Rush,2013,109000,1500,Petrol,Automatic,Very Good,2WD,109,141,10,SUV,,1199999
Peugeot,208,2017,70000,1200,Petrol,Automatic,Very Good,2WD,128,230,10,Hatchback,,1399999
Toyota,Esquire,2016,130000,2000,Petrol,Automatic,Very Good,2WD,150,193,9,Van,,2599999
Nissan,Xtrail,2016,105000,2000,Petrol,Automatic,Very Good,4WD,180,240,10,SUV,,2399999
Audi,SQ5,2018,40000,3000,Petrol,Automatic,Excellent,AWD,354,500,5.4,SUV,,7499999
Peugeot,308,2017,80000,2000,Diesel,Automatic,Very Good,2WD,179,400,7,Hatchback,,2449999
Peugeot,2008,2016,70000,1200,Petrol,Automatic,Very Good,2WD,134,240,9,SUV,,1999999
Subaru,Levorg,2015,178000,1600,Petrol,Automatic,Very Good,AWD,167,250,8,Station Wagon,,1699999
Toyota,Harrier,2016,60000,2000,Petrol,Automatic,Very Good,2WD,155,185,10,SUV,,3749999
Mazda,Cx5,2016,113000,2500,Petrol,Automatic,Very Good,2WD,187,258,8.7,SUV,,2849999
Mazda,Cx5,2018,53000,2000,Petrol,Automatic,Very Good,2WD,163,210,8,SUV,,3699999
Jeep,Wrangler,2016,99000,3600,Petrol,Automatic,Very Good,4WD,285,350,10,SUV,,6799999
Mercedes,E250,2015,60000,2000,Petrol,Automatic,Very Good,2WD,211,350,7.8,Saloon,,3799999
Toyota,Wish,2015,142000,1800,Petrol,Automatic,Very Good,2WD,131,164,11,Station Wagon,,1489999
Nissan,Xtrail,2017,200000,2000,Petrol,Automatic,Very Good,4WD,180,240,10,SUV,,2579999
Land rover,Discovery IV,2012,180000,3000,Diesel,Automatic,Very Good,4WD,254,600,6,SUV,,3999999
Toyota,Landcruiser 200 series,2014,52000,4500,Diesel,Automatic,Very Good,4WD,286,650,7,SUV,,7899999
Volkswagen,Passat,2011,125000,1800,Petrol,Automatic,Very Good,2WD,160,250,8.6,Saloon,,1149999
Mazda,Cx3,2016,97000,1500,Diesel,Automatic,Very Good,2WD,105,270,8,SUV,,2099999
Toyota,Vitz,2016,78000,1300,Petrol,Automatic,Very Good,2WD,94,102,12,Hatchback,,1349999
Dodge,Charger,2014,61000,3600,Petrol,Automatic,Very Good,2WD,292,350,6.2,Saloon,,6499999
Toyota,Landcruiser,2012,90000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,3349999
Toyota,Porte,2016,67000,1300,Petrol,Automatic,Very Good,2WD,114,185,11,Van,,1199999
Mercedes,G350,2014,49700,3000,Diesel,Automatic,Very Good,4WD,282,600,7.4,SUV,,13999999
Subaru,Forester,2014,137000,2000,Petrol,Automatic,Very Good,AWD,146,196,8,SUV,,2549999
Land rover,Discovery IV,2011,165000,3000,Diesel,Automatic,Very Good,4WD,242,600,7,SUV,,3449999
Audi,Q5,2017,24000,2000,Petrol,Automatic,Very Good,AWD,252,370,7,SUV,,4849999
Toyota,Auris,2016,69000,1500,Petrol,Automatic,Very Good,2WD,116,185,9,Hatchback,,1799999
Jeep,Wrangler,2012,88000,3600,Petrol,Automatic,Very Good,4WD,285,350,10,SUV,,2999999
Toyota,Harrier,2017,108000,2000,Petrol,Automatic,Very Good,2WD,155,185,10,SUV,,3899999
Nissan,Serena,2018,76000,2000,Petrol,Automatic,Very Good,2WD,135,195,12,Van,,1949999
Nissan,Note,2016,86000,1200,Petrol,Automatic,Very Good,2WD,97,147,11,Hatchback,,1099999
Mazda,Cx5,2017,139000,2200,Diesel,Automatic,Very Good,AWD,173,418,8.3,SUV,,3199999
Peugeot,208,2018,94000,1200,Petrol,Automatic,Very Good,2WD,128,230,10,Hatchback,,1419999
Nissan,DAYZ,2016,114000,660,Petrol,Automatic,Very Good,2WD,46,56,12,Van,,849999
Nissan,DAYZ,2016,107000,660,Petrol,Automatic,Very Good,2WD,46,56,12,Van,,799999
Jeep,Grand cherokee,2017,75000,3600,Petrol,Automatic,Very Good,4WD,286,394,8,SUV,,5999999
Subaru,Legacy,2016,82000,2500,Petrol,Automatic,Very Good,AWD,172,236,8,Saloon,,2249999
Mitsubishi,RVR,2011,155000,1800,Petrol,Automatic,Very Good,2WD,137,172,10,SUV,,1299999
Bmw,X6,2013,177000,3000,Diesel,Automatic,Very Good,AWD,375,740,5.8,SUV,,3499999
Subaru,Legacy,2010,172000,2500,Petrol,Automatic,Very Good,AWD,173,235,9,Station Wagon,,1049999
Bmw,X3,2010,120000,2500,Petrol,Automatic,Very Good,AWD,215,250,8.9,SUV,,1799999
Toyota,Fielder,2012,154000,1800,Petrol,Automatic,Very Good,2WD,131,164,10,Station Wagon,,1349999
Renault,Lutecia,2016,26000,1200,Petrol,Automatic,Very Good,2WD,129,205,10,SUV,,2499999
Toyota,Landcruiser,2013,135000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,3499999
Porsche,Cayenne,2016,132000,3000,Diesel,Automatic,Very Good,AWD,258,580,5.4,SUV,,6999999
Volvo,V40,2017,106000,2500,Petrol,Automatic,Very Good,2WD,246,360,6,Hatchback,,2699999
Volkswagen,Golf GTI,2018,148000,2000,Petrol,Automatic,Excellent,2WD,227,350,5,Hatchback,,3699999
Volkswagen,Golf GTI,2017,77000,2000,Petrol,Automatic,Excellent,2WD,220,350,5,Hatchback,,3249999
Audi,A4,2017,148000,2000,Petrol,Automatic,Very Good,AWD,220,330,7,Station Wagon,,4499999
Volkswagen,Up,2016,29000,1000,Petrol,Automatic,Very Good,2WD,101,165,9.1,Hatchback,,1599999
Audi,A5,2013,76000,2000,Petrol,Automatic,Very Good,AWD,208,350,8,Saloon,,2299999
Volvo,V60,2016,106000,2000,Diesel,Automatic,Very Good,2WD,187,400,7,Station Wagon,,2599999
Toyota,Celica,1999,82000,1800,Petrol,Manual,Very Good,2WD,143,170,9,Saloon,,865000
Mercedes,C200,2017,49000,2000,Petrol,Automatic,Very Good,2WD,184,350,9,Saloon,,4699999
Mercedes,E250,2014,50000,2000,Petrol,Automatic,Very Good,2WD,211,350,7.3,Saloon,,2999999
Toyota,Vitz,2015,71000,1300,Petrol,Automatic,Very Good,2WD,94,102,12,Hatchback,,1449999
Nissan,Note,2011,159000,1200,Petrol,Automatic,Very Good,2WD,78,106,12,Hatchback,,719999
Nissan,Note,2016,46000,1200,Petrol,Automatic,Very Good,2WD,97,145,10,Hatchback,,1299999
Subaru,Forester,2016,52000,2000,Petrol,Automatic,Very Good,AWD,146,196,8,SUV,,3649999
Renault,Duster,2017,125000,1600,Petrol,Automatic,Very Good,2WD,134,195,11,SUV,,1449999
Toyota,Landcruiser,2005,189000,3000,Diesel,Automatic,Very Good,4WD,178,420,8,SUV,,1799999
Mercedes,GLC,2016,93000,2000,Petrol,Automatic,Very Good,AWD,208,350,6,SUV,,6349999
Subaru,Forester,2016,90000,2000,Petrol,Automatic,Very Good,AWD,146,196,8,SUV,,3249999
Volvo,XC60,2016,118000,2000,Diesel,Automatic,Very Good,2WD,179,400,7,SUV,,3749999
Land rover,Range Rover Sport,2016,72000,3000,Diesel,Automatic,Very Good,4WD,302,700,7.3,SUV,,9699999
Toyota,Probox / Succeed,2016,133000,1500,Petrol,Automatic,Very Good,2WD,109,141,10,Station Wagon,,1149999
Citreon,DS4,2017,34000,1600,Petrol,Automatic,Very Good,2WD,163,240,7,Hatchback,,2149999
Audi,A5,2016,66000,2000,Petrol,Automatic,Very Good,AWD,208,350,8,Saloon,,3349999
Bmw,7 series,2017,68000,3000,Petrol,Automatic,Very Good,2WD,335,500,5.4,Saloon,,7799999
Peugeot,2008,2017,86000,1200,Petrol,Automatic,Very Good,2WD,134,270,10,SUV,,1999999
Audi,A3,2016,51000,1400,Petrol,Automatic,Very Good,2WD,150,250,7,Saloon,,2599999
Toyota,Landcruiser,2009,187000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,2899999
Land rover,Range Rover Vogue,2013,81000,3000,Diesel,Automatic,Very Good,4WD,254,600,7,SUV,,8849999
Mercedes,ML350,2014,143000,3000,Diesel,Automatic,Very Good,AWD,243,617,7,SUV,,5649999
Audi,A5,2016,73000,2000,Petrol,Automatic,Very Good,AWD,208,350,7,Saloon,,3599999
Volkswagen,Tiguan,2016,45000,1400,Petrol,Automatic,Very Good,2WD,148,250,9,SUV,,2899999
Mitsubishi,Canter,2014,170000,3000,Diesel,Automatic,Very Good,4WD,150,370,12,Truck,,2149999
Mazda,MPV,2013,199700,2300,Petrol,Automatic,Very Good,2WD,266,380,12,Station Wagon,,1049999
Audi,A1,2015,122000,1000,Petrol,Automatic,Very Good,2WD,95,160,10.5,Hatchback,,1549999
Mercedes,ML 250,2014,141000,2100,Diesel,Automatic,Very Good,AWD,204,500,9,SUV,,4899999
Toyota,Belta,2012,150000,1300,Petrol,Automatic,Very Good,2WD,87,115,13,Saloon,,799999
Mazda,Atenza,2016,167000,2500,Petrol,Automatic,Very Good,2WD,184,248,8.3,Saloon,,2499999
Ford,Ranger,2013,119000,3200,Diesel,Automatic,Very Good,4WD,197,470,8,Truck,,2899999
Nissan,DAYZ,2016,127000,660,Petrol,Automatic,Very Good,2WD,46,56,13,Van,,869999
Audi,Q3,2016,62000,2000,Petrol,Automatic,Very Good,AWD,197,280,8,SUV,,3699999
Nissan,NV 200,2016,210000,1500,Petrol,Automatic,Very Good,2WD,133,188,12,Van,,1199999
Toyota,Harrier,2017,107000,2000,Petrol,Automatic,Very Good,2WD,155,185,10,SUV,,3299999
Volkswagen,Golf TSI,2012,255000,1200,Petrol,Automatic,Very Good,2WD,109,179,11,Hatchback,,949999
Honda,Fit shuttle,2017,118000,1500,Petrol Hybrid,Automatic,Very Good,2WD,120,145,12,Station Wagon,,1789999
Renault,Lutecia,2016,62000,1200,Petrol,Automatic,Very Good,2WD,118,190,9.5,Hatchback,,1349999
Volkswagen,Golf TSI,2016,133000,1400,Petrol,Automatic,Very Good,2WD,134,200,8,Hatchback,,1999999
Subaru,Legacy,2011,188000,2500,Petrol,Automatic,Very Good,AWD,173,235,9,Station Wagon,,1349999
Volvo,S60,2017,46000,1500,Petrol,Automatic,Very Good,2WD,152,250,8.6,Saloon,,2449999
Bmw,X4,2017,57000,2000,Petrol,Automatic,Very Good,AWD,241,350,6.2,SUV,,5349999
Audi,A5,2017,91000,2000,Petrol,Automatic,Very Good,AWD,252,370,8,Saloon,,4599999
Audi,A7,2017,52000,2000,Petrol,Automatic,Very Good,AWD,252,370,8,Saloon,,4749999
Audi,Q5,2017,58000,2000,Petrol,Automatic,Very Good,AWD,252,370,8,SUV,,5199999
Bmw,X4,2017,70000,2000,Petrol,Automatic,Very Good,AWD,241,350,6.2,SUV,,5199999
Isuzu,Trooper,1989,205000,2800,Diesel,Manual,Very Good,4WD,138,225,12,SUV,,919999
Nissan,Note,2016,26000,1200,Petrol,Automatic,Very Good,2WD,78,106,12,Hatchback,,1129999
Bmw,X3,2016,104000,2000,Diesel,Automatic,Very Good,AWD,188,400,8,SUV,,3449999
Audi,Q5,2017,60000,2000,Petrol,Automatic,Very Good,AWD,252,370,8,SUV,,5349999
Volkswagen,Golf TSI,2016,72000,1200,Petrol,Automatic,Very Good,2WD,109,179,10,Hatchback,,1649999
Mazda,Demio,2016,155000,1500,Diesel,Automatic,Very Good,2WD,105,220,11,Hatchback,,1329999
Nissan,Note,2016,102000,1200,Petrol,Automatic,Very Good,2WD,78,106,12,Hatchback,,1029999
Mazda,Cx5,2016,44000,2200,Diesel,Automatic,Very Good,2WD,173,418,8.5,SUV,,2449999
Toyota,Fielder,2016,118000,1500,Petrol,Automatic,Very Good,2WD,73,111,10.2,Station Wagon,,1799999
Mercedes,C180,2009,111000,1600,Petrol,Automatic,Very Good,2WD,156,230,10,Saloon,,1399999
Suzuki,S Cross,2018,89500,1600,Petrol,Automatic,Very Good,2WD,117,156,11,SUV,,2399999
Mercedes,C200,2010,177000,1800,Petrol,Automatic,Very Good,2WD,181,270,8,Saloon,,1599999
Mazda,Cx5,2017,36000,2500,Petrol,Automatic,Very Good,AWD,161,210,9,SUV,,3449999
Subaru,Levorg,2016,183000,1600,Petrol,Automatic,Very Good,AWD,168,250,8.7,Station Wagon,,2149999
Volkswagen,Passat,2011,196000,1400,Petrol,Automatic,Very Good,2WD,150,200,11,Station Wagon,,1349999
Toyota,Noah,2016,144000,2000,Petrol,Automatic,Very Good,2WD,150,192,11,Van,,2549999
Volkswagen,Golf Variant,2016,93000,1400,Petrol,Automatic,Very Good,2WD,138,250,8.4,Station Wagon,,2099999
Toyota,Harrier,2015,149000,2000,Petrol,Automatic,Very Good,2WD,155,185,10,SUV,,3199999
Mazda,Atenza,2016,120000,2500,Petrol,Automatic,Very Good,2WD,184,284,8.3,Station Wagon,,2249999
Mazda,Cx5,2017,104000,2200,Diesel,Automatic,Very Good,AWD,173,418,8.5,SUV,,3649999
Nissan,Serena,2016,122000,2000,Petrol,Automatic,Very Good,2WD,135,195,12,Van,,1679999
Nissan,Latio,2015,109000,1200,Petrol,Automatic,Very Good,2WD,78,107,12,Saloon,,999999
Mazda,Cx3,2016,144000,1500,Diesel,Automatic,Very Good,2WD,103,270,8,SUV,,1869999
Toyota,Harrier,2007,115000,2400,Petrol,Automatic,Very Good,2WD,173,223,11,SUV,,1349999
Toyota,Harrier,2009,150000,2400,Petrol,Automatic,Very Good,2WD,173,223,10,SUV,,1549999
Mazda,Cx5,2017,72000,2200,Diesel,Automatic,Very Good,2WD,173,418,8.3,SUV,,3499999
Audi,Q5,2016,102000,2000,Petrol,Automatic,Very Good,AWD,222,350,7,SUV,,4299999
Bmw,X1,2016,98000,1500,Petrol,Automatic,Very Good,4WD,141,220,9.7,SUV,,3549999
Mazda,Bongo,2010,250000,1500,Petrol,Automatic,Very Good,2WD,98,130,12,Van,,564999
Mercedes,ML350,2007,132000,3500,Petrol,Automatic,Very Good,AWD,272,350,8.4,SUV,,1799999
Volkswagen,Golf TSI,2015,133000,1400,Petrol,Automatic,Very Good,2WD,134,200,8,Hatchback,,1649999
Mazda,Cx5,2016,101000,2200,Diesel,Automatic,Very Good,2WD,173,418,8.3,SUV,,2799999
Nissan,Primera,2001,196000,1600,Petrol,Manual,Average,2WD,118,165,18,Saloon,,299999
Toyota,Rumion,2010,160000,1800,Petrol,Automatic,Very Good,2WD,134,175,11,Hatchback,,919999
Toyota,Crown,2012,150000,3500,Petrol Hybrid,Automatic,Very Good,2WD,469,643,6,Saloon,,1649999
Ford,Ranger,2017,131000,3200,Diesel,Automatic,Very Good,4WD,197,470,8,Truck,,5999999
Land rover,Range Rover Velar,2018,44000,2000,Diesel,Automatic,Very Good,4WD,237,500,7,SUV,,11499999
Ford,Ranger,2015,60000,3200,Diesel,Automatic,Very Good,4WD,197,470,9,Truck,,3599999
Subaru,Legacy,2016,97000,2500,Petrol,Automatic,Very Good,AWD,173,235,8,Saloon,,2249999
Subaru,Legacy,2012,184000,2500,Petrol,Automatic,Average,AWD,173,235,9,Station Wagon,,1249999
Nissan,Serena,2014,161000,2000,Petrol,Automatic,Very Good,2WD,135,195,12,Van,,1249999
Mercedes,E220,2016,37000,2100,Diesel,Automatic,Very Good,2WD,192,400,7,Saloon,,5699999
Subaru,Forester,2016,197000,2000,Petrol,Automatic,Very Good,AWD,146,196,8,SUV,,2849999
Land rover,Discovery IV,2016,88000,3000,Diesel,Automatic,Very Good,4WD,255,600,7,SUV,,7499999
Nissan,Datsun,1994,126000,2700,Diesel,Manual,Very Good,2WD,85,166,12,Truck,,699999
Nissan,Xtrail,2016,92000,2000,Petrol,Automatic,Very Good,4WD,180,240,10,SUV,,2399999
Toyota,Axio,2016,30000,1500,Petrol,Automatic,Very Good,2WD,109,141,11,Saloon,,1799999
Bmw,X3,2016,73000,2000,Diesel,Automatic,Very Good,AWD,188,400,8,SUV,,4649999
Audi,Q5,2017,23000,2000,Petrol,Automatic,Excellent,AWD,220,350,8,SUV,,4849999
Mazda,Axela,2016,134000,2200,Diesel,Automatic,Very Good,2WD,173,418,8,Hatchback,,2049999
Audi,Q3,2016,20000,1400,Petrol,Automatic,Very Good,2WD,150,250,10,SUV,,3449999
Toyota,Auris,2016,117000,1200,Petrol,Automatic,Very Good,2WD,116,185,9,Hatchback,,1899999
Nissan,Xtrail,2016,94000,2000,Petrol,Automatic,Very Good,4WD,180,240,10,SUV,,2549999
Mercedes,GLC,2017,55000,2000,Petrol,Automatic,Excellent,AWD,211,350,8,SUV,,4999999
Nissan,DAYZ,2016,67000,660,Petrol,Automatic,Very Good,2WD,46,56,13,Hatchback,,779999
Mazda,Demio,2016,77000,1500,Diesel,Automatic,Very Good,2WD,105,220,11,Hatchback,,1349999
Toyota,Landcruiser,2012,133000,2700,Petrol,Automatic,Very Good,4WD,167,270,10,SUV,,2749999
Nissan,March,2012,306000,1200,Petrol,Automatic,Average,2WD,78,105,12,Hatchback,,369999
Toyota,Harrier,2015,119000,2000,Petrol,Automatic,Very Good,2WD,155,185,10,SUV,,3299999
Nissan,Note,2016,88000,1200,Petrol,Automatic,Very Good,2WD,78,106,12,Hatchback,,1099999
Volkswagen,Golf Variant,2016,152000,1200,Petrol,Automatic,Very Good,2WD,109,179,10,Station Wagon,,1999999
Audi,SQ5,2016,75000,3000,Petrol,Automatic,Very Good,AWD,354,469,5.3,SUV,,5199999
Land rover,Range Rover Sport,2015,85000,3000,Petrol,Automatic,Very Good,4WD,335,450,7,SUV,,8499999
Mercedes,C200,2012,128000,1800,Petrol,Automatic,Very Good,2WD,181,270,8.2,Saloon,,2099999
Audi,A4,2015,135000,2000,Petrol,Automatic,Very Good,2WD,229,320,8,Station Wagon,,2349999
Toyota,Esquire,2016,151000,1800,Petrol Hybrid,Automatic,Very Good,2WD,134,142,10,Van,,2649999
Suzuki,Alto,2015,98000,660,Petrol,Automatic,Very Good,2WD,52,63,13,Hatchback,,739999
Mitsubishi,Outlander,2016,48000,2400,Petrol,Automatic,Very Good,4WD,201,230,9.2,SUV,,3449999
Porsche,Cayenne,2016,45000,3600,Petrol,Automatic,Very Good,AWD,296,400,7,SUV,,6599999
Toyota,Agya,2019,50000,1000,Petrol,Automatic,Very Good,2WD,116,120,11,Hatchback,,1099999
Subaru,Forester,2014,79000,2000,Petrol,Automatic,Very Good,AWD,146,196,8,SUV,,2599999
Peugeot,308,2016,58000,1200,Petrol,Automatic,Very Good,2WD,128,230,9,Station Wagon,,2049999
Toyota,Landcruiser 100 Series,2000,197000,4700,Petrol,Automatic,Very Good,4WD,228,410,9,SUV,,2349999
Subaru,Legacy,2012,110000,2500,Petrol,Automatic,Very Good,AWD,173,235,9,Saloon,,1299999
Nissan,Skyline,2016,93000,2000,Petrol,Automatic,Very Good,2WD,208,350,8,Saloon,,2499999
Toyota,Passo,2013,223000,1000,Petrol,Automatic,Average,2WD,74,94,12,Hatchback,,649999
Volvo,XC90,2017,27000,2000,Petrol,Automatic,Very Good,AWD,316,400,7,SUV,,7199999
Toyota,Crown,2013,183000,2500,Petrol Hybrid,Automatic,Very Good,2WD,178,221,6,Saloon,,1499999
Audi,Q7,2007,169000,3000,Diesel,Automatic,Very Good,AWD,233,450,8,SUV,,1949999
Toyota,Quest,2015,108000,1600,Petrol,Automatic,Very Good,2WD,121,154,10,Saloon,,1149999
Nissan,Xtrail,2016,98000,2000,Petrol Hybrid,Automatic,Very Good,4WD,176,300,8.3,SUV,,2999999
Bmw,135i,2015,49000,3000,Petrol,Automatic,Very Good,2WD,450,480,6,Hatchback,,4149999
Volvo,XC60,2016,27000,2000,Diesel,Automatic,Very Good,2WD,187,400,8,SUV,,4189999
Land rover,Range Rover Sport,2016,96000,3000,Petrol,Automatic,Very Good,4WD,335,450,7,SUV,,9499999
Toyota,Caldina,2007,202000,2000,Petrol,Automatic,Average,2WD,153,196,10,Station Wagon,,719999
Mazda,Demio,2010,130000,1300,Petrol,Manual,Very Good,2WD,85,122,9,Hatchback,,565000
Toyota,Fortuner,2016,69000,2800,Diesel,Manual,Very Good,4WD,174,420,8,SUV,,5949999
Toyota,Landcruiser 200 series,2010,136000,4600,Petrol,Automatic,Average,4WD,314,450,8,SUV,,4699999
Mazda,Cx3,2016,159000,1500,Diesel,Automatic,Very Good,AWD,103,270,7.5,SUV,,1729999
Toyota,Landcruiser,2017,83000,2800,Diesel,Automatic,Very Good,4WD,184,450,7.5,SUV,,7599999
Toyota,Hilux,2018,112000,2500,Diesel,Manual,Very Good,4WD,101,200,9,Truck,,3999999
Nissan,Xtrail,2006,156000,2000,Petrol,Automatic,Average,4WD,140,196,10,SUV,,499999
Toyota,Fielder,2016,162000,1500,Petrol Hybrid,Automatic,Very Good,2WD,73,111,10.2,Station Wagon,,1529999
Subaru,Outback,2004,183836,2500,Petrol,Automatic,Very Good,AWD,173,245,8.4,Station Wagon,,849999
Nissan,Note,2013,143000,1200,Petrol,Automatic,Very Good,2WD,97,145,10,Hatchback,,859999
Toyota,Toyoace,2001,268000,3000,Diesel,Manual,Very Good,2WD,188,300,9,Truck,,749999
Subaru,Impreza,2015,121000,2000,Petrol,Automatic,Very Good,AWD,152,170,11,Saloon,,1999999
Mazda,Axela,2016,104000,1500,Petrol,Automatic,Very Good,2WD,109,144,12,Saloon,,1949999
